source_row,scopus_id,doi,title,journal,publication_year,keywords,corresponding_author_country,cited_by_count,policy_claim_via_terms,DB review,DB notes,EC review,EC notes,DB notes.1,Unnamed: 15,MW review,MW notes,discrepant?,db re-review,llm_policy_claim,reasoning,EC re-review,EC reasoning,Unnamed: 24,agreed_gold_standard,agreed_gold_standard_with_exclusions,exclusion reason,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
145,SCOPUS_ID:0032838463,10.1016/S0749-3797(99)00060-4,Is cigarette smoking associated with impaired physical and mental functional status? An office-based survey of primary care patients,American Journal of Preventive Medicine,1999.0,[],United States,47.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1684,50,7.0728e-05,331.19962498312816,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-y3sYlNi8usllCMqKOmwD,,1d16b25dcca8,2026-09-19T18:39:42+00:00
146,SCOPUS_ID:85056136590,10.1136/jech-2018-211231,Tuberculosis and diabetes: Bidirectional association in a UK primary care data set,Journal of Epidemiology & Community Health,2019.0,"['co-morbidity', 'diabetes', 'epidemiology', 'public health', 'tuberculosis']",United Kingdom,20.0,0.0,1.0,,,,,,1.0,"DM risk was raised among those with previous TB disease; this finding has implications for follow-up and screening of patients with TB, who may be at high risk of developing DM or related complications",,,0.0,,True,,,True,True,,True,0.83,True,yes,0.95,0.9,1805,50,7.581e-05,302.99908301094547,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-CJRHXwPNJBxcKCfgx91c,,1d16b25dcca8,2026-09-19T18:39:42+00:00
147,SCOPUS_ID:84996538929,10.1016/j.amepre.2016.08.033,Correlates of Helmet Use Among Recreation and Transportation Bicyclists,American Journal of Preventive Medicine,2016.0,[],Mexico,9.0,0.0,1.0,,,,,,1.0,"Although confirmatory longitudinal studies are needed, findings suggest that interventions to increase bicyclists’ helmet use consider riding domain.",,,1.0,,True,,,True,True,,True,0.89,True,yes,0.99,0.97,2030,50,8.526e-05,261.2525000004098,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-QZw3qd1MDvANS701npZ9,,1d16b25dcca8,2026-09-19T18:39:42+00:00
148,SCOPUS_ID:7944221330,10.1016/j.ypmed.2004.04.019,Television viewing and smoking volume in adolescent smokers: A cross-sectional study,Preventive Medicine,2004.0,"['Educational level', 'Gender', 'Parental smoking', 'Peer smoking', 'Smoking', 'Smoking volume', 'Television']",Belgium,32.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1673,50,7.0266e-05,255.70291699841619,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-zTzTNS1fSu8RoiHZZJjx,,1d16b25dcca8,2026-09-19T18:39:42+00:00
149,SCOPUS_ID:85127852077,10.1097/EDE.0000000000001470,Estimands and Estimation of COVID-19 Vaccine Effectiveness Under the Test-Negative Design: Connections to Causal Inference,Epidemiology,2022.0,"['Causal inference', 'Directed acyclic graphs', 'SARS-CoV-2', 'Test-negative design', 'Vaccine effectiveness']",Canada,14.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1615,50,6.783e-05,341.47312497952953,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-SM8Hl9SMdDhz6xwL0sd6,,1d16b25dcca8,2026-09-19T18:39:42+00:00
150,SCOPUS_ID:0001433962,10.1093/eurpub/6.3.166,"Socioeconomic inequalities in perinatal and infant mortality from 1854 to 1990 in Amsterdam, the Netherlands",European Journal of Public Health,1996.0,"['Infant mortality', 'Perinatal mortality', 'Socioeconomic status', 'Trends']",Netherlands,17.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1632,50,6.8544e-05,286.6607499890961,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-anVjUph2gVZgz605yP4Z,,1d16b25dcca8,2026-09-19T18:39:42+00:00
151,SCOPUS_ID:0037114889,10.1093/aje/kwf157,"Homocysteine and blood pressure in the Third National Health and Nutrition Examination Survey, 1988-1994",American Journal of Epidemiology,2002.0,"['Biological markers', 'Blood pressure', 'Cardiovascular diseases', 'Folic acid', 'Homocysteine', 'Hypertension', 'Pyridoxine']",United States,183.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1652,50,6.9384e-05,347.470707987668,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-ehvsD1YMtJ6QtLvONgtn,,1d16b25dcca8,2026-09-19T18:39:42+00:00
152,SCOPUS_ID:78651299926,10.1136/jech.2009.098269,Social disparities in periodontitis among US adults: The effect of allostatic load,Journal of Epidemiology & Community Health,2011.0,[],United States,42.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1716,50,7.2072e-05,244.81066700536758,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-138EWLqMuPmrBBmMPxXi,,1d16b25dcca8,2026-09-19T18:39:42+00:00
153,SCOPUS_ID:85146336085,10.1016/j.amepre.2022.12.010,Air Quality Index and Childhood Asthma: A Pilot Randomized Clinical Trial Intervention,American Journal of Preventive Medicine,2023.0,[],United States,6.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.0,1.0,1783,50,7.4886e-05,277.362249995349,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-KoWkr7yPKCAjTEzFpix3,,1d16b25dcca8,2026-09-19T18:39:42+00:00
154,SCOPUS_ID:0030009244,10.1093/ije/25.2.394,Characteristics of non-insulin-dependent diabetes mellitus in elderly men: Effect modification by family history,International Journal of Epidemiology,1996.0,"['Diabetes mellitus', 'Family history', 'Glucose tolerance', 'Insulin', 'Lipoproteins', 'Non-insulin-dependent', 'Obesity']",Netherlands,12.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1713,50,7.1946e-05,325.13845898211,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-CKfTVnaFSIJ0f19VpqMg,,1d16b25dcca8,2026-09-19T18:39:42+00:00
155,SCOPUS_ID:0036721712,10.2105/AJPH.92.9.1523,The social-environmental context of violent behavior in persons treated for severe mental illness,American Journal of Public Health,2002.0,[],United States,208.0,0.0,1.0,,,,,,1.0,Interventions to reduce the risk of violence need to be targeted to specific subgroups with different clusters of problems related to violent behavior,,,1.0,,True,,,True,True,,True,0.89,True,yes,0.99,0.98,1508,50,6.3336e-05,267.8829170181416,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-oimLJZmu2QXWjTUY5nbD,,1d16b25dcca8,2026-09-19T18:39:42+00:00
156,SCOPUS_ID:84884140205,10.2105/AJPH.2013.301487,An empirical evaluation of the US beer institute's self-regulation code governing the content of beer advertising,American Journal of Public Health,2013.0,[],United States,32.0,0.0,1.0,,,,,,1.0,The alcohol industry’s current self-regulatory framework is ineffective at preventing content violations but could be improved by the use of new rating procedures designed to better detect content code violations.,,,1.0,,True,,,True,True,,True,0.84,True,yes,0.96,0.91,1597,50,6.7074e-05,246.26529100351036,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-fwy7YUO4Hsi5MMJeo6LS,,1d16b25dcca8,2026-09-19T18:39:42+00:00
157,SCOPUS_ID:85122909289,10.2105/AJPH.2021.306565,Adherence to Social-Distancing and Personal Hygiene Behavior Guidelines and Risk of COVID-19 Diagnosis: Evidence From the Understanding America Study,American Journal of Public Health,2022.0,[],United States,19.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.0,1.0,1607,50,6.7494e-05,275.6846249976661,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-6FGoYmgdc7C6m1jmiP8c,,1d16b25dcca8,2026-09-19T18:39:42+00:00
158,SCOPUS_ID:0035863903,10.1093/aje/153.2.145,Effect of body mass on the association between estrogen replacement therapy and mortality among elderly US women,American Journal of Epidemiology,2001.0,"['Body mass index', 'Cardiovascular diseases', 'Estrogen replacement therapy', 'Mortality']",United States,67.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1667,50,7.0014e-05,294.2523339879699,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-tesbEj2mAy20NVOkgi49,,1d16b25dcca8,2026-09-19T18:39:42+00:00
159,SCOPUS_ID:85034761002,10.1093/aje/kwx170,Sex Differences in the Association between Pain and Injurious Falls in Older Adults: A Population-Based Longitudinal Study,American Journal of Epidemiology,2017.0,"['aged', 'falls', 'injury', 'pain', 'sex factors']",Spain,23.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1683,50,7.0686e-05,250.21975001436658,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-50gL2GUANbDSmIVJ544p,,1d16b25dcca8,2026-09-19T18:39:42+00:00
160,SCOPUS_ID:85060567577,10.1093/eurpub/cky107,Predictive risk model for the diagnosis of diabetes mellitus type 2 in a follow-up study 15 years on: PRODI2 Study,European Journal of Public Health,2019.0,[],Spain,4.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1719,50,7.2198e-05,245.5234160006512,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-gEw0aKPLi64QMssaAmOO,,1d16b25dcca8,2026-09-19T18:39:42+00:00
161,SCOPUS_ID:84928910829,10.1093/aje/kwu331,Overweight and obesity in midlife and brain structure and dementia 26 years later,American Journal of Epidemiology,2015.0,"['brain vascular lesions', 'cohort study', 'dementia', 'epidemiology', 'mortality', 'obesity']",United States,32.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1772,50,7.4424e-05,262.80737499473616,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-nVMf7ocwtoNFbaNw4LGI,,1d16b25dcca8,2026-09-19T18:39:43+00:00
162,SCOPUS_ID:26444557985,10.1093/aje/kwi249,"Evaluation of offspring and maternal genetic effects on disease risk using a family-based approach: The ""pent"" design",American Journal of Epidemiology,2005.0,"['Alleles', 'Epidemiologic methods', 'Genotype', 'Linkage (genetics)', 'Linkage disequilibrium', 'Models, genetic', 'Models, statistical']",United States,25.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1618,50,6.7956e-05,295.80716698546894,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-Pd5BnsZdHgfXSyq4u91f,,1d16b25dcca8,2026-09-19T18:39:43+00:00
163,SCOPUS_ID:0035863840,10.1093/aje/153.2.153,"Factors associated with earthquake deaths in the great Hanshin-Awaji earthquake, 1995",American Journal of Epidemiology,2001.0,"['Case-control studies', 'Mortality', 'Multivariate analysis', 'Natural disasters', 'Risk factors']",Japan,79.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1532,50,6.4344e-05,865.5610419809818,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-21CYCGBltuOdESfhM0DX,,1d16b25dcca8,2026-09-19T18:39:43+00:00
164,SCOPUS_ID:84879015315,10.2105/AJPH.2012.300783,Associations between psychiatric inpatient bed supply and the prevalence of serious mental illness in veterans affairs nursing homes,American Journal of Public Health,2013.0,[],United States,10.0,0.0,1.0,,,,,,1.0,Additional steps need to be taken to ensure that patients with SMI are offered appropriate alternatives to nursing home care and receive adequate screening before admission to nursing home treatment.,,,1.0,,True,,,True,True,,True,0.96,True,yes,1.0,1.0,1685,50,7.077e-05,294.95524999219924,1,typesafe/jev-1.13-20260917,gen-dec-1789843182-SYVEVmxkgypF14o6etQk,,1d16b25dcca8,2026-09-19T18:39:43+00:00
165,SCOPUS_ID:85163105729,10.1016/j.ypmed.2023.107569,"The need for a personalized, core digital resource to facilitate health self-management",Preventive Medicine,2023.0,"['Digital technology', 'Health services', 'Preventive medicine', 'Public health', 'Risk assessment', 'Self-management', 'Social medicine', 'Telemedicine']",Australia,1.0,0.0,1.0,,,,,,1.0,"We argue that these needs can be met with a person-centered, digital self-management core resource that supports people to better understand their needs and priorities and has links to find the resources they need to manage their health, alone or by judicious use of health services.",,,1.0,sadly not an emperical paper. we didn't prompt the LLM to exclude these and can't fully exlude using scopus. Assuming it's a valid paper oit's TRUE as it does argue policy change,True,Commentary?,,True,,non emperical paper,True,0.41,False,no,0.44,0.12,1580,50,6.636e-05,288.75529099605046,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-Yd0XLeOxlYTIJh6gXDUn,,1d16b25dcca8,2026-09-19T18:39:43+00:00
166,SCOPUS_ID:84939488498,10.1093/eurpub/cku178,"Vaccination coverage for measles, mumps and rubella in anthroposophical schools in Gelderland, the Netherlands",European Journal of Public Health,2015.0,[],Netherlands,11.0,0.0,1.0,,,,,,0.0,,,,1.0,,False,,,False,False,,True,0.31,False,no,0.24,0.53,1661,50,6.9762e-05,336.5332079993095,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-SJpBSzEh2xD6sZ2i5Rcd,,1d16b25dcca8,2026-09-19T18:39:43+00:00
167,SCOPUS_ID:77956579128,10.1016/j.amepre.2010.05.023,"Weight concerns, mood, and postpartum smoking relapse",American Journal of Preventive Medicine,2010.0,[],United States,45.0,0.0,1.0,,,,,,1.0,This study suggests that interventions may need to address women’s weight concerns and mood to help sustain smoking abstinence after childbirth,,,1.0,,True,,,True,True,,True,0.78,True,yes,0.94,0.88,1728,50,7.2576e-05,318.88291699578986,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-pzdYKdE98AjK1OM8e9AN,,1d16b25dcca8,2026-09-19T18:39:43+00:00
168,SCOPUS_ID:85006078355,10.2105/AJPH.2016.303450,"A public-private partnership to mitigate food insecurity and food waste in Orange County, California",American Journal of Public Health,2017.0,[],United States,3.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,0.99,1503,50,6.3126e-05,263.360917015234,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-kIcDKspWdhgXQqfZ4cee,,1d16b25dcca8,2026-09-19T18:39:43+00:00
169,SCOPUS_ID:85102907333,10.2105/AJPH.2020.306097,Establishing a SARS-CoV-2 (COVID-19) Drive-Through Collection Site: A Community-Based Participatory Research Partnership With a Federally Qualified Health Center,American Journal of Public Health,2021.0,[],United States,19.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1462,50,6.1404e-05,275.3283329948317,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-L9E03IbNxyjfypkOCxwz,,1d16b25dcca8,2026-09-19T18:39:43+00:00
170,SCOPUS_ID:85044271034,10.1097/EDE.0000000000000753,The Relationship between 2009 Pandemic H1N1 Influenza during Pregnancy and Preterm Birth: A Population-based Cohort Study,Epidemiology,2018.0,[],Canada,26.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1791,50,7.5222e-05,285.15325000626035,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-M2R6facfIpBdjoEkHQzc,,1d16b25dcca8,2026-09-19T18:39:43+00:00
171,SCOPUS_ID:85067089244,10.1093/aje/kwz056,Optimism and Healthy Aging in Women and Men,American Journal of Epidemiology,2019.0,"['Chronic Disease', 'Cognitive Function', 'Health Psychology', 'Healthy Aging', 'Optimism', 'Physical Function', 'Psychological Well-Being', 'Resilience']",United States,56.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.09,False,no,0.0,0.99,1655,50,6.951e-05,314.8075829958543,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-hXlDrWw9W0K4Z0jsPWk7,,1d16b25dcca8,2026-09-19T18:39:43+00:00
172,SCOPUS_ID:0030991841,10.1093/eurpub/7.2.153,Cost-effectiveness of vaccination against pneumococcal pneumonia in The Netherlands,European Journal of Public Health,1997.0,"['Cost-effectiveness', 'Decision tree', 'Economic evaluation', 'Pneumococcal pneumonia', 'Vaccine']",Netherlands,40.0,0.0,0.0,,,,,,0.0,,,,1.0,,False,,,False,False,,True,0.36,False,no,0.21,0.59,1594,50,6.6948e-05,275.74162499513477,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-vNustfgvGoQEsxljl2vu,,1d16b25dcca8,2026-09-19T18:39:43+00:00
173,SCOPUS_ID:84939523052,10.1093/eurpub/cku191,Cybervictimization and somatic and psychological symptoms among Italian middle school students,European Journal of Public Health,2015.0,[],Italy,40.0,0.0,1.0,,,,,,1.0,"Cybervictimization has similar psychological and somatic consequences for boys and girls, thus suggesting that intervention and prevention efforts should focus on both gender groups",,,1.0,,True,,,True,True,,True,0.91,True,yes,0.99,0.99,1653,50,6.9426e-05,260.0702909985557,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-igc1neJQlCKMcCZVe8j3,,1d16b25dcca8,2026-09-19T18:39:43+00:00
174,SCOPUS_ID:85040537803,10.2105/AJPH.2017.304179,Various Types of Arthritis in the United States: Prevalence and Age-Related Trends From 1999 to 2014,American Journal of Public Health,2018.0,[],United States,75.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1675,50,7.035e-05,299.36570799327455,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-UCkAuXmh1wSwvFVmWEXd,,1d16b25dcca8,2026-09-19T18:39:43+00:00
175,SCOPUS_ID:7244239176,10.1136/jech.2003.015370,History of addictions.,Journal of Epidemiology & Community Health,2004.0,[],United Kingdom,15.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,Likely not an empirical paper? It says glossary?,,False,False,,True,0.03,False,no,0.0,1.0,1447,50,6.0774e-05,332.4191670108121,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-2CbzG3O4nPlOlibMsuDV,,1d16b25dcca8,2026-09-19T18:39:43+00:00
176,SCOPUS_ID:10744220752,10.1016/j.ypmed.2003.08.009,Changes in the nutrient content of school lunches: Results from the Pathways study,Preventive Medicine,2003.0,"['American-Indian children', 'Native American', 'Obesity prevention', 'School food service', 'School lunch']",United States,39.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.09,False,no,0.01,0.99,1644,50,6.9048e-05,365.3602920239791,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-hlYHtV5UyghsFUcMVWO0,,1d16b25dcca8,2026-09-19T18:39:43+00:00
177,SCOPUS_ID:18444365008,10.1093/ije/dyh377,Pre-hospital coronary care and coronary fatality in the Belfast and Glasgow MONICA populations,International Journal of Epidemiology,2005.0,"['Coronary event register', 'Coronary heart disease', 'MONICA', 'Mortality', 'Myocardial infarction', 'Pre-hospital care']",United Kingdom,9.0,0.0,0.0,,,,,,1.0,There is a need to strengthen the evidence base underpinning the provision of appropriate skilled care and treatment at the earliest possible opportunity.,,,1.0,,False,just calling for more research,,False,False,,True,0.87,True,yes,0.98,0.96,1751,50,7.3542e-05,305.5144590034615,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-DvXLFClix2s5HcbS8lfo,,1d16b25dcca8,2026-09-19T18:39:43+00:00
178,SCOPUS_ID:85131904117,10.1093/ije/dyac049,Decline in attention-deficit hyperactivity disorder traits over the life course in the general population: Trajectories across five population birth cohorts spanning ages 3 to 45 years,International Journal of Epidemiology,2022.0,"['ADHD', 'ALSPAC', 'Attention-deficit hyperactivity disorder', 'Dunedin', 'E-Risk', 'neurodevelopment', 'Pelotas', 'TEDS', 'trajectories']",United Kingdom,15.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.11,False,no,0.04,0.93,1796,50,7.5432e-05,235.0915409915615,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-tdGpPRJeKaPB51lZosXN,,1d16b25dcca8,2026-09-19T18:39:43+00:00
179,SCOPUS_ID:85163144598,10.1016/j.ypmed.2023.107582,Action recognition for sports combined training based on wearable sensor technology and SVM prediction,Preventive Medicine,2023.0,"['Action recognition', 'Injury prevention', 'Sports combined training', 'SVM algorithm', 'Wearable sensor']",China,6.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.01,0.99,1633,50,6.8586e-05,311.196666007163,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-cZuRZ7cfGxE20Rzv30Pz,,1d16b25dcca8,2026-09-19T18:39:43+00:00
180,SCOPUS_ID:85053424873,10.1016/S2468-2667(18)30097-5,"The effect of public health-oriented drug law reform on HIV incidence in people who inject drugs in Tijuana, Mexico: an epidemic modelling study",The Lancet Public Health,2018.0,[],Australia,39.0,0.0,1.0,,,,,,1.0,Appropriate implementation could markedly reduce HIV incidence if linked to opioid agonist treatment.,,,1.0,,True,,,True,True,,True,0.63,True,yes,0.64,0.28,1883,50,7.9086e-05,346.23875000397675,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-q1HmHbAddQaAfEErpf2H,,1d16b25dcca8,2026-09-19T18:39:43+00:00
181,SCOPUS_ID:0036392038,10.1006/pmed.2002.1064,Clustering of lifestyle risk factors in a general adult population,Preventive Medicine,2002.0,"['Adults', 'Clustering', 'Lifestyle']",Netherlands,415.0,0.0,1.0,,,,,,1.0,The tendency for risk factors to aggregate has important implications for health promotion. Information on high-risk groups will help in planning future preventive strategies,,,1.0,,True,,,True,True,,True,0.82,True,yes,0.97,0.94,1650,50,6.93e-05,265.3009999776259,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-prwvs5j0TQa40Di1hGPs,,1d16b25dcca8,2026-09-19T18:39:43+00:00
182,SCOPUS_ID:0031925067,10.1093/ije/27.2.222,Morbidity differences by occupational class among men in seven European countries: An application of the Erikson-Goldthorpe social class scheme,International Journal of Epidemiology,1998.0,"['Health surveys', 'International comparison', 'Occupational class', 'Self-reported morbidity', 'Socioeconomic status']",Sweden,85.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1683,50,7.0686e-05,280.3392909991089,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-xnjRdf1IG5FMRW7AeVIS,,1d16b25dcca8,2026-09-19T18:39:43+00:00
183,SCOPUS_ID:0027287546,10.1093/oxfordjournals.aje.a116744,Breast cancer risk associated with abnormal cytology in nipple aspirates of breast fluid and prior history of breast biopsy,American Journal of Epidemiology,1993.0,"['Biopsy', 'Breast', 'Breast neoplasms', 'Cohort studies', 'Cytology', 'Risk factors']",United States,59.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1688,50,7.0896e-05,246.6336659854278,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-D8eBw0hVPK9Ul2Zm5Flx,,1d16b25dcca8,2026-09-19T18:39:43+00:00
184,SCOPUS_ID:0033230487,10.1016/S0749-3797(99)00087-2,Policy tools for building health education and preventive counseling into managed care,American Journal of Preventive Medicine,1999.0,"['Counseling', 'Health education', 'Health policy', 'Managed care programs', 'Primary prevention']",United States,11.0,0.0,1.0,,,,,,1.0,whole abstract is about recommending and describing these tools,,,1.0,"not an emperical paper;  a policy discussion paper, so should be removed from population (we could have asked LLM to classify as n/a non emperical paper)",True,"not sure how to classify this, it looks like a commentary?",,True,True,,True,0.1,False,no,0.01,0.98,1521,50,6.3882e-05,278.7767500267364,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-NNWvs6cfqycF03MovGM8,,1d16b25dcca8,2026-09-19T18:39:43+00:00
185,SCOPUS_ID:84987962219,10.2105/AJPH.2016.303362,Impact of the Berkeley excise tax on sugar-sweetened beverage consumption,American Journal of Public Health,2016.0,[],United States,343.0,0.0,0.0,,,,,,1.0,Berkeley’s excise tax reduced SSB consumption in low-income neighborhoods. Evaluating SSB taxes in other cities will improve understanding of their public health benefit and their generalizability.,,,0.0,,FALSE ,just calling for more research in other settings,,FALSE ,FALSE ,,True,0.19,False,no,0.06,0.89,1587,50,6.6654e-05,258.9269169839099,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-Zh0MzLAk2TBiWFAbKj7B,,1d16b25dcca8,2026-09-19T18:39:43+00:00
186,SCOPUS_ID:0028139166,10.1006/pmed.1994.1134,Correlates of healthy eating habits in low-income Black women and Latinas,Preventive Medicine,1994.0,[],United States,23.0,0.0,1.0,,,,,,1.0,"Economic factors such as insurance coverage and level of social support should be considered in evaluating and addressing eating habits in low-income, ethnic minority women.",,,1.0,marginal,True,,,True,True,,True,0.74,True,yes,0.9,0.79,1568,50,6.5856e-05,535.3162499959581,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-9YJQCPxhinDLTALKdfjY,,1d16b25dcca8,2026-09-19T18:39:44+00:00
187,SCOPUS_ID:71449114462,10.1093/eurpub/ckp065,Prevalence of family violence in adults and children: Estimates using the capture-recapture method,European Journal of Public Health,2009.0,"['Capture-recapture method', 'Child abuse', 'Family violence', 'Health-care coverage', 'Prevalence']",Netherlands,15.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.09,False,no,0.01,0.98,1625,50,6.825e-05,294.7086250060238,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-DVj6eh52EJTb5p3GDuQZ,,1d16b25dcca8,2026-09-19T18:39:44+00:00
188,SCOPUS_ID:85051131275,10.1016/j.ypmed.2018.08.001,Associations of volumes and patterns of physical activity with metabolic health in children: A multivariate pattern analysis approach,Preventive Medicine,2018.0,"['Accelerometer', 'Bouts', 'Breaks', 'Childhood', 'Metabolic risk factors', 'Multivariate pattern analysis', 'Pediatric', 'Pre-pubertal']",Norway,53.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.01,0.99,1680,50,7.056e-05,290.4208340041805,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-6fwCFGhCMojFVBI5CPar,,1d16b25dcca8,2026-09-19T18:39:44+00:00
189,SCOPUS_ID:17844400812,10.1016/j.ypmed.2004.09.018,Pap smear use in California: Are we closing the racial/ethnic gap?,Preventive Medicine,2005.0,"['Cervical cancer', 'Pap smear', 'Race/ethnicity', 'Screening']",United States,47.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1655,50,6.951e-05,255.42204099474475,1,typesafe/jev-1.13-20260917,gen-dec-1789843183-VbEHCsUkWFalx1AgcsCZ,,1d16b25dcca8,2026-09-19T18:39:44+00:00
190,SCOPUS_ID:85006166037,10.1016/j.amepre.2016.09.018,Factors Perceived as Influencing Local Health Department Involvement in Mental Health,American Journal of Preventive Medicine,2017.0,[],United States,11.0,0.0,1.0,,,,,,1.0,"LHD officials are eager to embrace population mental health, but resources, training and education, and systems-level changes are needed",,,1.0,,True,,,True,True,,True,0.88,True,yes,0.98,0.96,1692,50,7.1064e-05,270.0610419851728,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-zGOwMjWgMdCGx87VtORg,,1d16b25dcca8,2026-09-19T18:39:44+00:00
191,SCOPUS_ID:85121236733,10.1093/eurpub/ckab152,Health workforce protection and preparedness during the covid-19 pandemic: A tool for the rapid assessment of EU health systems,European Journal of Public Health,2021.0,[],Portugal,22.0,0.0,1.0,,,,,,1.0,There is a need to step up efforts and make health systems more accountable to the needs of HCW during global public health emergencies,,,1.0,,True,This looks like a commentary to me?,,True,True,,True,0.97,True,yes,1.0,1.0,1600,50,6.72e-05,263.9422499923967,1,typesafe/jev-1.13-20260917,gen-dec-1789843184-3qarKtuJU6LF1el3HTM5,,1d16b25dcca8,2026-09-19T18:39:44+00:00
