source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,Unnamed: 12,Unnamed: 13,db_double_checked,Unnamed: 15,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
169,S400-170,SCOPUS_ID:0025922652,10.1136/jech.45.2.125,"All cause mortality and its determinants in middle aged men in Finland, The Netherlands, and Italy in a 25 year follow up",Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1781,50,7.4802e-05,257.83791599678807,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-lmitE0byOUfHUkpSegAu,,1d16b25dcca8,2026-09-19T18:39:53+00:00
170,S400-171,SCOPUS_ID:84939634501,10.1093/ije/dyv061,Resting heart rate on the decline: The Tromsø Study 1986-2007,International Journal Of Epidemiology,"['Epidemiology', 'Heart rate', 'Linear mixed models', 'Longitudinal', 'Risk factors', 'Trends']",False,,False,,,,,,,True,0.26,False,no,0.23,0.54,1715,50,7.203e-05,290.21425000973977,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-0dvP4oiDhg10amDV3Nzn,,1d16b25dcca8,2026-09-19T18:39:53+00:00
171,S400-172,SCOPUS_ID:85110988216,10.1093/aje/kwab031,Prediction of Cardiovascular Disease Risk Accounting for Future Initiation of Statin Treatment,American Journal Of Epidemiology,"['cardiovascular disease', 'electronic health records', 'future statin initiation', 'longitudinal data', 'risk prediction', 'treatment drop-in']",False,,False,,,,,,,True,0.06,False,no,0.0,1.0,1672,50,7.0224e-05,256.9820829958189,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-NCXPzUvgKkEL5tir4VdN,,1d16b25dcca8,2026-09-19T18:39:53+00:00
172,S400-173,SCOPUS_ID:0026614455,10.1136/jech.46.3.293,Quantitative indicators for a healthy city - The Rotterdam local health information system,Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.69,True,yes,0.75,0.51,1607,50,6.7494e-05,313.1461660086643,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-wPpfqOO7zOYWrcSWPvX2,,1d16b25dcca8,2026-09-19T18:39:53+00:00
173,S400-174,SCOPUS_ID:0028991655,10.1136/jech.49.4.431,The ten questions screen for childhood disabilities: Its uses and limitations in Pakistan,Journal Of Epidemiology And Community Health,[],True,,False,I think this is only about research screening,!!!,,,False,,True,0.21,False,no,0.12,0.76,1623,50,6.8166e-05,256.92337498185225,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-rwbcSC964xnHnf3sPO5b,,1d16b25dcca8,2026-09-19T18:39:53+00:00
174,S400-175,SCOPUS_ID:45449091729,10.1016/j.ypmed.2008.02.027,Physical activity and perceived environmental attributes in a sample of Portuguese adults: Results from the Azorean Physical Activity and Health Study,Preventive Medicine,"['Environmental attributes', 'IPAQ', 'Physical activity']",True,,True,,,,,,,True,0.9,True,yes,0.99,0.99,1658,50,6.9636e-05,307.5715000159107,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-s0dlF1pnC5bkh9FExDZQ,,1d16b25dcca8,2026-09-19T18:39:53+00:00
175,S400-176,SCOPUS_ID:34447340936,10.1093/ije/dyl252,The relationship between parity and overweight varies with household wealth and national development,International Journal Of Epidemiology,"['Developing countries', 'Obesity', 'Overweight', 'Parity', 'Reproduction']",True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1681,50,7.0602e-05,330.52250000764616,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-RqyGbWivNw2AVzg0xZGc,,1d16b25dcca8,2026-09-19T18:39:53+00:00
176,S400-177,SCOPUS_ID:0030912127,10.1016/s0749-3797(18)30192-2,Use of automated reminders for tuberculin skin test return,American Journal Of Preventive Medicine,"['Automation', 'Reminder systems', 'Telephone', 'Tuberculin test', 'Tuberculosis']",False,borderline,False,,,,,,,True,0.47,False,no,0.48,0.04,1514,50,6.3588e-05,289.8261249938514,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-XcSdr7WosX6YavBcyFHe,,1d16b25dcca8,2026-09-19T18:39:53+00:00
177,S400-178,SCOPUS_ID:0026705537,10.1016/0091-7435(92)90057-O,Anticarcinogenic effects of (-)-epigallocatechin gallate,Preventive Medicine,[],False,,False,,,,,,,True,0.11,False,no,0.03,0.93,1690,50,7.098e-05,502.36574999871664,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-RUMcGvKTvchVvFYsPn07,,1d16b25dcca8,2026-09-19T18:39:53+00:00
178,S400-179,SCOPUS_ID:0028212545,10.1136/jech.48.1.26,Demographic and dietary profiles of high and low fat consumers in Australia,Journal Of Epidemiology And Community Health,[],True,borderline,True,I agree that it is borderline. Might be again only about research?,,,,,,True,0.31,False,no,0.29,0.42,1708,50,7.1736e-05,247.71374999545515,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-ED0EigaOejqT3sN793zf,,1d16b25dcca8,2026-09-19T18:39:53+00:00
179,S400-180,SCOPUS_ID:0025340190,10.1136/jech.44.2.142,"Upper respiratory tract infection in children, domestic temperatures, and humidity",Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1709,50,7.1778e-05,271.28454198827967,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-dGksyhQHoZfNWCY3Sf29,,1d16b25dcca8,2026-09-19T18:39:53+00:00
180,S400-181,SCOPUS_ID:0346724561,10.1093/eurpub/13.4.306,"Increasing prevalence of overweight, obesity and physical inactivity: Two population-based studies 1986 and 1994",European Journal Of Public Health,"['Education', 'Obesity', 'Overweight', 'Physical inactivity']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1886,50,7.9212e-05,265.5145829776302,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-Qh6XxZpih7zP1SBJylik,,1d16b25dcca8,2026-09-19T18:39:53+00:00
181,S400-182,SCOPUS_ID:0025370273,10.1016/0091-7435(90)90019-G,Cholesterol reduction through low-intensity interventions: Results from the Minnesota heart health program,Preventive Medicine,[],False,,False,,,,,,,True,0.16,False,no,0.05,0.9,1549,50,6.5058e-05,252.17841600533575,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-78AyXl1ukyitnb8khXpC,,1d16b25dcca8,2026-09-19T18:39:53+00:00
182,S400-183,SCOPUS_ID:84891671522,10.2105/AJPH.2013.301475,"Cigarettes become a dangerous product: Tobacco in the rearview mirror, 1952-1965",American Journal Of Public Health,[],True,,True,,,,,,,True,0.78,True,yes,0.91,0.81,1497,50,6.2874e-05,365.6544580007903,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-XXyNc65epWx7eY8GeioU,,1d16b25dcca8,2026-09-19T18:39:54+00:00
183,S400-184,SCOPUS_ID:84863990876,10.1136/jech.2010.128371,"Depression, anxiety and physical function: Exploring the strength of causality",Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.84,True,yes,0.97,0.94,1808,50,7.5936e-05,301.4112499949988,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-rnyaD2CQrC9IbVERUJaY,,1d16b25dcca8,2026-09-19T18:39:54+00:00
184,S400-185,SCOPUS_ID:32144433507,10.1093/ije/dyi226,Weight change and risk of endometrial cancer,International Journal Of Epidemiology,"['Body mass index', 'Body weight', 'Endometrial cancer', 'Weight gain', 'Weight loss']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1790,50,7.518e-05,275.8073750010226,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-Z9X5XGKSCiuAA3VZ57Ca,,1d16b25dcca8,2026-09-19T18:39:54+00:00
185,S400-186,SCOPUS_ID:85032969021,10.1016/j.amepre.2017.08.024,Health Insurance Status and Clinical Cancer Screenings Among U.S. Adults,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.89,True,yes,0.99,0.98,1791,50,7.5222e-05,331.1922920111101,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-ryBAJqPqPIbMCjYOEoTM,,1d16b25dcca8,2026-09-19T18:39:54+00:00
186,S400-187,SCOPUS_ID:85139759307,10.2105/AJPH.2022.307022,"Gender, Race/Ethnicity, and Unionization in Direct Care Occupations",American Journal Of Public Health,[],True,,True,,,,,,,True,0.94,True,yes,1.0,0.99,1589,50,6.6738e-05,432.9177910112776,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-dKO4ecdNUAtbMR16HuQd,,1d16b25dcca8,2026-09-19T18:39:54+00:00
187,S400-188,SCOPUS_ID:84971657504,10.1093/ije/dyv355,Application of linear mixed models to study genetic stability of height and body mass index across countries and time,International Journal Of Epidemiology,"['BMI', 'GCTA', 'Genetic stability', 'GREML', 'Height', 'LD score regression', 'Polygenic prediction', 'Unrelated samples', 'Weight']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1740,50,7.308e-05,295.05420799250714,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-Kt1aDrQBkNixl9t0Trvx,,1d16b25dcca8,2026-09-19T18:39:54+00:00
188,S400-189,SCOPUS_ID:85186425554,10.1016/S2468-2667(23)00326-2,"Effect of calorie labelling in the out-of-home food sector on adult obesity prevalence, cardiovascular mortality, and social inequalities in England: a modelling study",The Lancet Public Health,[],True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1928,50,8.0976e-05,328.0045000137761,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-0FKTNEettXgH7Owen4W7,,1d16b25dcca8,2026-09-19T18:39:54+00:00
189,S400-190,SCOPUS_ID:67349200243,10.1016/j.ypmed.2009.04.002,Does TV viewing during family meals make a difference in adolescent substance use?,Preventive Medicine,"['Adolescents', 'Family meals', 'Substance use']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1610,50,6.762e-05,290.3891250025481,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-Lh0dhYowFLNjpCqYF2Ix,,1d16b25dcca8,2026-09-19T18:39:54+00:00
190,S400-191,SCOPUS_ID:0036891768,10.2105/AJPH.92.12.1994,"Knowledge of, attitudes toward, and experience of complementary and alternative medicine in Western medicine- and Oriental medicine-trained physicians in Korea",American Journal Of Public Health,[],True,"borderline, implicit",False,I read this as a recommendaiton for future research,!!!,,,False,,True,0.84,True,yes,0.95,0.9,1520,50,6.384e-05,268.1083329953253,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-c8uZbx6oMvQFqZrgvesT,,1d16b25dcca8,2026-09-19T18:39:54+00:00
191,S400-192,SCOPUS_ID:79960548745,10.1093/aje/kwr088,Sex differences in subclinical atherosclerosis by race/ethnicity in the multi-ethnic study of atherosclerosis,American Journal Of Epidemiology,"['calcification, physiologic', 'continental population groups', 'coronary vessels', 'sex', 'social class']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1659,50,6.9678e-05,303.1290840008296,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-uDHUMkwxBCGxBtojgwcx,,1d16b25dcca8,2026-09-19T18:39:54+00:00
192,S400-193,SCOPUS_ID:0028927818,10.2105/AJPH.85.3.387,Preventive services for the elderly: Would coverage affect utilization and costs under Medicare?,American Journal Of Public Health,[],True,borderline,True,,,,,,,True,0.81,True,yes,0.9,0.8,1576,50,6.6192e-05,294.4220830104314,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-7ePBIWvEq2EdChquy089,,1d16b25dcca8,2026-09-19T18:39:54+00:00
193,S400-194,SCOPUS_ID:0035879585,10.1093/aje/154.2.106,Parental occupational exposures to chemicals and incidence of neuroblastoma in offspring,American Journal Of Epidemiology,"['Child', 'Dust', 'Hydrocarbons', 'Metals', 'Neuroblastoma', 'Occupational exposure']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1712,50,7.1904e-05,406.6452920087613,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-eiw2uAjLIek0geoxK8Dk,,1d16b25dcca8,2026-09-19T18:39:54+00:00
194,S400-195,SCOPUS_ID:0027416466,10.1016/s0749-3797(18)30769-4,The effect of routine use of computer-generated preventive reminders in a clinical practice,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.23,False,no,0.12,0.76,1603,50,6.7326e-05,341.96712501579896,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-PuN2r8mS1U540KRhDa1t,,1d16b25dcca8,2026-09-19T18:39:54+00:00
195,S400-196,SCOPUS_ID:0025287962,10.2105/AJPH.80.6.704,Spanish version of the Nottingham Health Profile: Translation and preliminary validity,American Journal Of Public Health,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1549,50,6.5058e-05,280.90870901360177,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-hi4Yv1ZznAhCyGQMeIUU,,1d16b25dcca8,2026-09-19T18:39:54+00:00
196,S400-197,SCOPUS_ID:0036298731,10.1016/S0749-3797(02)00447-6,Estimating the cost of unmet HIV-prevention needs in the United States,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.68,True,yes,0.73,0.45,1734,50,7.2828e-05,273.01629199064337,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-mylt1ztIM4bE7Pu5pNQe,,1d16b25dcca8,2026-09-19T18:39:54+00:00
197,S400-198,SCOPUS_ID:0025338283,10.2105/AJPH.80.6.734,Pertussis immunization in eight-month-old children in North Carolina,American Journal Of Public Health,[],False,,False,,,,,,,True,0.08,False,no,0.01,0.98,1508,50,6.3336e-05,260.23245899705216,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-ntVPoc37jg8MC0TcugMF,,1d16b25dcca8,2026-09-19T18:39:54+00:00
198,S400-199,SCOPUS_ID:35748940346,10.2105/AJPH.2007.113282,Political will: A bridge between public health knowledge and action,American Journal Of Public Health,[],True,non-emperical,True,,,,,,,True,0.25,False,no,0.13,0.74,1424,50,5.9808e-05,497.1281249891035,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-nTnGnMLpTgzuyw6aaACU,,1d16b25dcca8,2026-09-19T18:39:54+00:00
199,S400-200,SCOPUS_ID:0032979016,10.2105/AJPH.89.3.395,"Trends in body weight among American Indians: Findings from a telephone survey, 1985 through 1996",American Journal Of Public Health,[],False,,False,,,,,,,True,0.1,False,no,0.02,0.96,1492,50,6.2664e-05,311.86612500459887,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-ZN5kvZKvQKrD6ByIf6Z0,,1d16b25dcca8,2026-09-19T18:39:54+00:00
200,S400-201,SCOPUS_ID:0042836551,10.1093/aje/kwg170,Influence of participation in high-impact sports during adolescence and adulthood on bone mineral density in middle-aged men: A 27-year follow-up study,American Journal Of Epidemiology,"['Adolescence', 'Bone density', 'Densitometry, x-ray', 'Exercise', 'Follow-up studies', 'Men', 'Sports']",True,"borderline, implictly suggests need for continued participation (a policy of a kind)",False,I considered this to be a research recommendaiton,!!!,,,False,,True,0.07,False,no,0.01,0.98,1693,50,7.1106e-05,332.2631659975741,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-86nGla8vGKb8OqOUaZMd,,1d16b25dcca8,2026-09-19T18:39:54+00:00
201,S400-202,SCOPUS_ID:0032535639,10.1093/oxfordjournals.aje.a009609,"International variability in ages at menarche, first livebirth, and menopause",American Journal Of Epidemiology,"['Menstruation', 'Reproductive history', 'Surveys']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1775,50,7.455e-05,273.2927080069203,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-h8u3ZyNFTMRm2i42xTma,,1d16b25dcca8,2026-09-19T18:39:54+00:00
202,S400-203,SCOPUS_ID:33646471734,10.1093/ije/dyl043,Estimating the causes of 4 million neonatal deaths in the year 2000,International Journal Of Epidemiology,"['Cause of death', 'Infant', 'Mortality', 'Newborn']",True,,False,this read like a stats or demogrpahic methods paper to me,!!!,,,False,,True,0.42,False,no,0.39,0.23,1754,50,7.3668e-05,261.9450839993078,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-PudUw5Q2AGFzIQPPk8ph,,1d16b25dcca8,2026-09-19T18:39:54+00:00
203,S400-204,SCOPUS_ID:85205276146,10.1093/eurpub/ckae088,Environmental impact of dietary patterns in 10 European countries; a cross-sectional analysis of nationally representative dietary surveys,European Journal Of Public Health,[],True,,True,,,,,,,True,0.89,True,yes,0.98,0.96,1904,50,7.9968e-05,280.66999997827224,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-vaYDFvEXazbOhfqRKcQl,,1d16b25dcca8,2026-09-19T18:39:54+00:00
204,S400-205,SCOPUS_ID:85183513148,10.1016/j.ypmed.2024.107878,"Prevalence of occupational injury and its associated factors among emergency department physicians in China: A large sample, cross-sectional study",Preventive Medicine,"['Emergency department', 'Occupational injury', 'Physicians', 'Workplace exposures']",True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1660,50,6.972e-05,306.6761670052074,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-ug3oeJQMjm6I0pBfUVTR,,1d16b25dcca8,2026-09-19T18:39:54+00:00
205,S400-206,SCOPUS_ID:85126656916,10.1016/j.ypmed.2022.107019,"Human papilloma virus vaccination and cervical cancer screening coverage in managed care plans — United States, 2018",Preventive Medicine,"['Cervical cancer screening', 'Human papilloma virus vaccination', 'Managed care plans', 'Quality measures']",False,,False,,,,,,,True,0.37,False,no,0.3,0.39,1730,50,7.266e-05,273.45708399661817,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-TpDePQiYm0cX9GBpkXV4,,1d16b25dcca8,2026-09-19T18:39:54+00:00
206,S400-207,SCOPUS_ID:3042584228,10.1016/j.ypmed.2004.01.031,Adolescent dairy consumption and physical activity associated with bone mass,Preventive Medicine,"['Adolescent', 'Bone', 'Dairy', 'Ethnicity', 'Physical activity']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1661,50,6.9762e-05,316.1362920072861,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-p6srgkYkgUwF2SpBHhOC,,1d16b25dcca8,2026-09-19T18:39:54+00:00
207,S400-208,SCOPUS_ID:84916897472,10.1136/jech-2014-204020,Preterm delivery among first-time Mexico-born mothers: A binational population-based comparison of deliveries in California and Mexico,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1787,50,7.5054e-05,284.64295898447745,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-Ie3w0Xuzxfaie028ENz0,,1d16b25dcca8,2026-09-19T18:39:54+00:00
208,S400-209,SCOPUS_ID:85149681297,10.1016/j.amepre.2023.01.036,Widening Gaps and Disparities in the Treatment of Adolescent Alcohol and Drug Use Disorders,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.87,True,yes,0.98,0.96,1665,50,6.993e-05,331.6518340143375,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-KrO8CGMw50WyMdbA3lyq,,1d16b25dcca8,2026-09-19T18:39:55+00:00
209,S400-210,SCOPUS_ID:33845253124,10.2105/AJPH.2004.053744,"Infant mortality trends and differences between American Indian/Alaska Native infants and white infants in the United States, 1989-1991 and 1998-2000",American Journal Of Public Health,[],True,,True,"I was on the fence, but they do talk about a spcific target for intervention",,,,,,True,0.9,True,yes,0.99,0.98,1692,50,7.1064e-05,271.58554102061316,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-U0PoXNFyRED48yFrdKF4,,1d16b25dcca8,2026-09-19T18:39:55+00:00
210,S400-211,SCOPUS_ID:84929603362,10.1093/aje/kwu350,"Violent victimization, mental health, and service utilization outcomes in a cohort of homeless and unstably housed women living with or at risk of becoming infected with HIV",American Journal Of Epidemiology,"['depressive disorder', 'HIV', 'partner violence', 'quality of life', 'rape']",True,"borderline, implicit",False,I did not read a policy recommendation here,!!!,,,False,,True,0.84,True,yes,0.96,0.93,1705,50,7.161e-05,291.3622499909252,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-ztYnypCSmDr9kLsoQfmq,,1d16b25dcca8,2026-09-19T18:39:55+00:00
211,S400-212,SCOPUS_ID:85042694988,10.1016/j.ypmed.2018.02.019,Attitudes towards tobacco product regulations and their relationship with the tobacco control policies,Preventive Medicine,"['Attitudes', 'Tobacco Control', 'Tobacco Control Legislations', 'Tobacco Control Scale']",False,,False,,,,,,,True,0.06,False,no,0.0,1.0,1696,50,7.1232e-05,271.1684170062654,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-IvK9tWULsqmnsCVaRByb,,1d16b25dcca8,2026-09-19T18:39:55+00:00
212,S400-213,SCOPUS_ID:85194884968,10.1007/s10654-024-01133-5,"Source-specific nitrate intake and all-cause mortality in the Danish Diet, Cancer, and Health Study",European Journal Of Epidemiology,"['Meat', 'Mortality', 'Nitrate', 'Nitrite', 'Vegetables', 'Water']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1826,50,7.6692e-05,252.69404202117585,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-hfhNYYxhOw4JK5LWBatd,,1d16b25dcca8,2026-09-19T18:39:55+00:00
213,S400-214,SCOPUS_ID:85061655307,10.1016/j.ypmed.2019.02.004,Tiempo de Vacunarte (time to get vaccinated): Outcomes of an intervention to improve HPV vaccination rates in a predominantly Hispanic community,Preventive Medicine,"['Hispanic population', 'HPV education', 'HPV prevention', 'HPV vaccination completion', 'Promontora']",False,,False,,,,,,,True,0.08,False,no,0.01,0.98,1759,50,7.3878e-05,222.32312499545515,1,typesafe/jev-1.13-20260917,gen-dec-1789843194-Q27hbNyoB6zxNs2uvQGx,,1d16b25dcca8,2026-09-19T18:39:55+00:00
214,S400-215,SCOPUS_ID:85057523318,10.1097/EDE.0000000000000906,Estimating sizes of key populations at the national level: Considerations for study design and analysis,Epidemiology,"['Epidemiologic methods', 'HIV', 'Sex workers', 'Sexual and gender minorities']",False,,False,,,,,,,True,0.06,False,no,0.0,0.99,1693,50,7.1106e-05,322.1279580029659,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-LBBXBwraCKewCLEJUJOE,,1d16b25dcca8,2026-09-19T18:39:55+00:00
215,S400-216,SCOPUS_ID:0026323164,10.2105/AJPH.81.11.1474,Interpersonal violence-related injuries in an African-American community in Philadelphia,American Journal Of Public Health,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1549,50,6.5058e-05,246.91429099766538,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-A8Gk94rH90c8D7T0Zqvh,,1d16b25dcca8,2026-09-19T18:39:55+00:00
216,S400-217,SCOPUS_ID:0025035565,10.1093/ije/19.Supplement_1.S24,Interactions of xenobiotics in the respiratory tract following non-inhalation routes of exposure,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.08,False,no,0.01,0.98,1535,50,6.447e-05,352.8365830134135,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-gbkH6tlqxSDaZeJKvaR1,,1d16b25dcca8,2026-09-19T18:39:55+00:00
217,S400-218,SCOPUS_ID:0031104752,10.1006/pmed.1996.0129,Preventive health behaviors among spousal caregivers,Preventive Medicine,"['aged', 'caregivers', 'health behaviors', 'preventive health services', 'sense of control']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1653,50,6.9426e-05,267.0861250080634,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-LY3iSVhRVgXYNzLrufV4,,1d16b25dcca8,2026-09-19T18:39:55+00:00
218,S400-219,SCOPUS_ID:0027769859,10.1136/jech.47.6.497,Validation of a severity index in female urinary incontinence and its implementation in an epidemiological survey,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1767,50,7.4214e-05,263.9805419894401,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-ea4hYQJoGCfImMjYITvd,,1d16b25dcca8,2026-09-19T18:39:55+00:00
219,S400-220,SCOPUS_ID:0030972433,10.1097/00001648-199705000-00016,Cancer mortality among workers with benzene exposure,Epidemiology,"['benzene', 'cohort study', 'exposure estimation', 'leukemia', 'multiple myeloma']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1690,50,7.098e-05,324.82158299535513,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-OgDSfINruIBsI1j374Yg,,1d16b25dcca8,2026-09-19T18:39:55+00:00
220,S400-221,SCOPUS_ID:0029098399,10.1097/00001648-199509000-00008,Changes in dietary fat intake preceding the diagnosis of cancer,Epidemiology,"['Bias', 'Dietary changes', 'Neoplasms']",False,,False,,,,,,,True,0.09,False,no,0.02,0.97,1634,50,6.8628e-05,270.43054200476035,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-eUmLlWXUGwS9xn4qBBvm,,1d16b25dcca8,2026-09-19T18:39:55+00:00
221,S400-222,SCOPUS_ID:0034210822,10.1093/oxfordjournals.aje.a010147,"Is systemic lupus erythematosus, amyotrophic lateral sclerosis, or fibromyalgia associated with Persian Gulf War service? An examination of Department of Defense hospitalization data",American Journal Of Epidemiology,"['Amyotrophic lateral sclerosis', 'Fibromyalgia', 'Hospitalization', 'Lupus erythematosus', 'Military medicine', 'Persian Gulf syndrome', 'Systemic', 'Veterans']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1714,50,7.1988e-05,247.33337498037145,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-jjFgXOwQUwq8dwqDfO5X,,1d16b25dcca8,2026-09-19T18:39:55+00:00
222,S400-223,SCOPUS_ID:70350221936,10.1136/jech.2008.081208,Costs of Mediterranean and western dietary patterns in a Spanish cohort and their relationship with prospective weight change,Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.65,True,yes,0.79,0.58,1722,50,7.2324e-05,261.6896250110585,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-CWfDiJeCTcLH7xdaUFXE,,1d16b25dcca8,2026-09-19T18:39:55+00:00
223,S400-224,SCOPUS_ID:84922386467,10.1093/aje/kwu276,A cautionary note about estimating effects of secondary exposures in cohort studies,American Journal Of Epidemiology,"['Bias (epidemiology)', 'Cohort studies', 'Directed acyclic graph', 'Epidemiologic methods', 'Oversampling']",False,,False,,,,,,,True,0.19,False,no,0.19,0.62,1632,50,6.8544e-05,343.2642499974463,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-qzNLtdsSmEPPP744Qnfy,,1d16b25dcca8,2026-09-19T18:39:55+00:00
224,S400-225,SCOPUS_ID:0026785623,10.1136/jech.46.5.532,Prediction of general practice workload from census based social deprivation scores,Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1639,50,6.8838e-05,292.19062501215376,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-9KIsL38uTpFBFZovI9Zj,,1d16b25dcca8,2026-09-19T18:39:55+00:00
225,S400-226,SCOPUS_ID:85202584433,10.1016/j.ypmed.2024.108096,Association of immigrant status with self-rated health in Spain: 2014–2020,Preventive Medicine,"['Immigrant status', 'Self-rated health', 'Sex/gender', 'Social inequalities', 'Social support']",True,,False,I think they call for more research?,!!!,,,False,,True,0.27,False,no,0.28,0.45,1712,50,7.1904e-05,278.68004102492705,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-I0JaDkuFJNLLKKtQmOcE,,1d16b25dcca8,2026-09-19T18:39:55+00:00
226,S400-227,SCOPUS_ID:0028200351,10.1093/ije/23.3.592,Should years lost always be equated with life expectancy?,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1628,50,6.8376e-05,360.48175001633354,1,typesafe/jev-1.13-20260917,gen-dec-1789843195-RnVpbUzruPaSDGlmXyfF,,1d16b25dcca8,2026-09-19T18:39:55+00:00
