source_row,review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,manual_check1,manual_check2,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
308,DES-309,1486,SCOPUS_ID:0029888495,10.1093/oxfordjournals.aje.a008711,Prognostic indices for mortality of hospitalized children in Central Africa,American Journal Of Epidemiology,1996,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,child; hospitals; malnutrition; mortality; ROC curve,,,TRUE,0.61,TRUE,yes,0.73,0.46,1669,50,7.0098e-5,319.082,,typesafe/jev-1.13-20260917,gen-dec-1789843840-bHwutWuMKcJCwlmHExpt,,1d16b25dcca8,2026-09-19T18:50:44+0000
309,DES-310,11721,SCOPUS_ID:85075023453,10.1016/j.amepre.2019.07.016,Part II: A Qualitative Study of Social Risk Screening Acceptability in Patients and Caregivers,American Journal Of Preventive Medicine,2019,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.26,FALSE,no,0.17,0.66,1717,50,7.2114e-5,555.079,,typesafe/jev-1.13-20260917,gen-dec-1789843840-F6SgJly18GsdruRgReyB,,1d16b25dcca8,2026-09-19T18:50:44+0000
310,DES-311,5487,SCOPUS_ID:84862504913,10.1093/aje/kwr465,Role of tobacco use in the etiology of acoustic neuroma,American Journal Of Epidemiology,2012,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Acoustic neuroma; Cigarette smoking; Smoking; Snuff; Snus; Swedish snuff; Tobacco; Vestibular schwannoma,,,TRUE,0.03,FALSE,no,0,1,1663,50,6.9846e-5,301.425,,typesafe/jev-1.13-20260917,gen-dec-1789843840-1cz6mBCvf6O1MN89jU70,,1d16b25dcca8,2026-09-19T18:50:44+0000
311,DES-312,23152,SCOPUS_ID:84923939061,10.1097/ede.0000000000000236,"Framing air pollution epidemiology in terms of population interventions, with applications to multipollutant modeling",Epidemiology,2015,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.16,FALSE,no,0.05,0.9,1716,50,7.2072e-5,395.038,,typesafe/jev-1.13-20260917,gen-dec-1789843840-hB0vWi5oPv1IrcSCLu47,,1d16b25dcca8,2026-09-19T18:50:44+0000
312,DES-313,444,SCOPUS_ID:0027533085,10.1093/oxfordjournals.aje.a116464,A case-control study of the risk of breast cancer in relation to oral contraceptive use,American Journal Of Epidemiology,1992,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,"Breast neoplasms; Contraceptives, oral",,,TRUE,0.04,FALSE,no,0,1,1684,50,7.0728e-5,302.873,,typesafe/jev-1.13-20260917,gen-dec-1789843840-YYKNHiMGgn2d2e7bbJYv,,1d16b25dcca8,2026-09-19T18:50:44+0000
313,DES-314,34333,SCOPUS_ID:85145341571,10.1093/ije/dyac188,Impact of Brazil's Bolsa Família Programme on cardiovascular and all-cause mortality: a natural experiment study using the 100 Million Brazilian Cohort,International Journal Of Epidemiology,2022,Quasi-experimental,Other/None,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Bolsa Família Programme; Cardiovascular disease; conditional cash transfer; Family Health Strategy; mortality,,,TRUE,0.05,FALSE,no,0,1,1860,50,7.812e-5,317.304,,typesafe/jev-1.13-20260917,gen-dec-1789843840-Oazg06EGwi4Ay9ouZMhl,,1d16b25dcca8,2026-09-19T18:50:44+0000
314,DES-315,41034,SCOPUS_ID:2942752236,10.1016/j.ypmed.2004.03.024,Where's Maria? A video to increase awareness about breast cancer and mammography screening among low-literacy Latinas,Preventive Medicine,2004,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,Breast cancer; Cancer control; Health education; Hispanic; Mammography,,,TRUE,0.08,FALSE,no,0.01,0.99,1632,50,6.8544e-5,232.472,,typesafe/jev-1.13-20260917,gen-dec-1789843840-V9S0YnLw1Y8SNXjqCqLC,,1d16b25dcca8,2026-09-19T18:50:44+0000
315,DES-316,2104,SCOPUS_ID:0033231245,10.1093/oxfordjournals.aje.a010098,Risk factors for coronary heart disease in African American women,American Journal Of Epidemiology,1999,Other/None,Other/None,Other/None,Experimental,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Blacks; Coronary disease; Myocardial infarction; Risk factors; Women,,,TRUE,0.03,FALSE,no,0,1,1618,50,6.7956e-5,350.59200000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843840-rhWiZZQ30bE0poOg8T64,,1d16b25dcca8,2026-09-19T18:50:44+0000
316,DES-317,42860,SCOPUS_ID:84944449004,10.1016/j.ypmed.2014.07.041,The cost-effectiveness of installing sidewalks to increase levels of transport-walking and health,Preventive Medicine,2014,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,TRUE,TRUE,FALSE,FALSE,Active transportation; Built environment; Economic analysis; Physical activity; Public health,,,TRUE,0.75,TRUE,yes,0.85,0.69,1696,50,7.1232e-5,280.839,,typesafe/jev-1.13-20260917,gen-dec-1789843840-Uxkx7DOjVWW2mH9udeAn,,1d16b25dcca8,2026-09-19T18:50:44+0000
317,DES-318,42544,SCOPUS_ID:84855507957,10.1016/j.ypmed.2011.10.017,Understanding the potential and challenges of adenoma treatment as a prevention opportunity: Insights from the BeWEL formative study,Preventive Medicine,2012,Other/None,Qualitative,Qualitative,Qualitative,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,Adenoma; Cancer screening; Focus groups; Intervention; Lifestyle; Polyps; Prevention; Qualitative research,,,TRUE,0.84,TRUE,yes,0.98,0.95,1639,50,6.8838e-5,284.998,,typesafe/jev-1.13-20260917,gen-dec-1789843840-XfTv2yNeyPgeNV6DQSA8,,1d16b25dcca8,2026-09-19T18:50:44+0000
318,DES-319,9610,SCOPUS_ID:70450208082,10.1016/j.amepre.2009.08.023,A Culturally Adapted Physical Activity Intervention for Latinas. A Randomized Controlled Trial,American Journal Of Preventive Medicine,2009,Experimental,Other/None,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.31,FALSE,no,0.25,0.5,1870,50,7.854e-5,254.048,,typesafe/jev-1.13-20260917,gen-dec-1789843840-lHEWa8M7tNBB3XMv223J,,1d16b25dcca8,2026-09-19T18:50:44+0000
319,DES-320,24745,SCOPUS_ID:0035723975,10.1023/a:1014568930992,Evaluation of community-wide interventions: The ecologic case-referent study design,European Journal Of Epidemiology,2001,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Ecologic case-referent study design; Effect evaluation; Evidence based medicine; Health services research,,,TRUE,0.06,FALSE,no,0,1,1576,50,6.6192e-5,389.683,,typesafe/jev-1.13-20260917,gen-dec-1789843840-kzkRR3m2aSlRg17poBpF,,1d16b25dcca8,2026-09-19T18:50:44+0000
320,DES-321,11055,SCOPUS_ID:84990233434,10.1016/j.amepre.2016.02.020,The Physical Activity 4 Everyone Cluster Randomized Trial: 2-Year Outcomes of a School Physical Activity Intervention Among Adolescents,American Journal Of Preventive Medicine,2016,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.33,FALSE,no,0.28,0.45,1857,50,7.7994e-5,275.518,,typesafe/jev-1.13-20260917,gen-dec-1789843840-IYe9A8FFJbAbYdM7zZ32,,1d16b25dcca8,2026-09-19T18:50:44+0000
321,DES-322,38246,SCOPUS_ID:85074737382,10.1136/jech-2019-212256,Cardiometabolic health in adolescence and its association with educational outcomes,Journal Of Epidemiology And Community Health,2019,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,adolescents cg; cardiovascular disease; cognition; health promotion,,,TRUE,0.03,FALSE,no,0,1,1861,50,7.8162e-5,287.36899999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843840-vfsZ3n2tivuhpIhSYAoK,,1d16b25dcca8,2026-09-19T18:50:44+0000
322,DES-323,45495,SCOPUS_ID:85159234133,10.1016/j.ypmed.2023.107543,"Do age-based discontinuation recommendations influence cervical cancer screening rates? Evidence from the United States' Behavioral Risk Factor Surveillance System, 2016 and 2018",Preventive Medicine,2023,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Age discontinuation recommendations; Cancer screening; Cervical cancer; Healthcare disparities; Older adults; Papinicolaou test; Practice guideline; Preventive health services; USPSTF,,,TRUE,0.1,FALSE,no,0.01,0.99,1778,50,7.4676e-5,237.31199999999998,,typesafe/jev-1.13-20260917,gen-dec-1789843840-VcySOcPMRnO2TKbHDIas,,1d16b25dcca8,2026-09-19T18:50:44+0000
323,DES-324,36726,SCOPUS_ID:70349446498,10.1136/jech.2008.082438,Marital status and survival following bladder cancer,Journal Of Epidemiology And Community Health,2009,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.04,FALSE,no,0,1,1659,50,6.9678e-5,287.80400000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843840-nhPzziwUklXms1du07re,,1d16b25dcca8,2026-09-19T18:50:44+0000
324,DES-325,18988,SCOPUS_ID:84904312856,10.2105/ajph.2014.301894,Impact of texting laws on motor vehicular fatalities in the united states,American Journal Of Public Health,2014,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,,,,TRUE,0.05,FALSE,no,0,1,1510,50,6.342e-5,288.783,,typesafe/jev-1.13-20260917,gen-dec-1789843840-oGJ8WyOI9pPkjgp7IxKD,,1d16b25dcca8,2026-09-19T18:50:44+0000
325,DES-326,38616,SCOPUS_ID:85095578636,10.1136/jech-2020-214089,"Impact of law enforcement-related deaths of unarmed black New Yorkers on emergency department rates, New York 2013-2016",Journal Of Epidemiology And Community Health,2021,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Access to hlth care; Health services; Policy,,,TRUE,0.14,FALSE,no,0.02,0.97,1717,50,7.2114e-5,241.674,,typesafe/jev-1.13-20260917,gen-dec-1789843840-WDatS0VPOjidFLQrKhW6,,1d16b25dcca8,2026-09-19T18:50:44+0000
326,DES-327,36503,SCOPUS_ID:34147219243,10.1136/jech.2006.046078,Health-related beliefs and experiences of Gypsies and Travellers: A qualitative study,Journal Of Epidemiology And Community Health,2007,Qualitative,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.91,TRUE,yes,0.99,0.99,1650,50,6.93e-5,325.34999999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843840-H8tZy8ILSi6CrCaYHSrd,,1d16b25dcca8,2026-09-19T18:50:44+0000
327,DES-328,9189,SCOPUS_ID:33748476393,10.1016/j.amepre.2006.06.019,Translating Effective Clinic-Based Physical Activity Interventions into Practice,American Journal Of Preventive Medicine,2006,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.1,FALSE,no,0.01,0.98,1467,50,6.1614e-5,368.272,,typesafe/jev-1.13-20260917,gen-dec-1789843840-1JQYOR0xBGJKVzp1B7hg,,1d16b25dcca8,2026-09-19T18:50:44+0000
328,DES-329,43829,SCOPUS_ID:85014529712,10.1016/j.ypmed.2016.11.029,Introduction of molecular HPV testing as the primary technology in cervical cancer screening: Acting on evidence to change the current paradigm,Preventive Medicine,2017,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,TRUE,Cervical cancer; HPV testing; Screening,,,TRUE,0.94,TRUE,yes,0.99,0.99,1635,50,6.867e-5,250.174,,typesafe/jev-1.13-20260917,gen-dec-1789843841-lRbcirzVgVSJBQwXIXnA,,1d16b25dcca8,2026-09-19T18:50:44+0000
329,DES-330,33698,SCOPUS_ID:85061056409,10.1093/ije/dyy108,"Susceptibility to price discounting of soda by neighbourhood educational status: An ecological analysis of disparities in soda consumption using point-of-purchase transaction data in Montreal, Canada",International Journal Of Epidemiology,2018,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,Food marketing; Obesity and overweight; Price discounting; Public health nutrition; Soda; Transaction data,,,TRUE,0.93,TRUE,yes,0.99,0.97,1767,50,7.4214e-5,262.354,,typesafe/jev-1.13-20260917,gen-dec-1789843841-LtcFiBf5Nzb6FFDGmEH2,,1d16b25dcca8,2026-09-19T18:50:44+0000
330,DES-331,258,SCOPUS_ID:0026039059,10.1093/oxfordjournals.aje.a116144,Using dead controls to adjust for confounders in case-control studies,American Journal Of Epidemiology,1991,Other/None,Case-control,Case-control,Case-control,Case-control,Case-control,TRUE,TRUE,FALSE,TRUE,FALSE,Case-control studies; Epidemiologic methods; Retrospective studies; Statistics,,,TRUE,0.16,FALSE,no,0.07,0.87,1452,50,6.0984e-5,383.363,,typesafe/jev-1.13-20260917,gen-dec-1789843841-uvOVdQq7wZugFUB8H2v7,,1d16b25dcca8,2026-09-19T18:50:44+0000
331,DES-332,45683,SCOPUS_ID:85195393676,10.1016/j.ypmed.2024.108032,"Loneliness and its cross-sectional associations with health, health behaviours, and perceptions in Finnish patients with overweight or obesity taking part in the Healthy Weight Coaching",Preventive Medicine,2024,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Digital weight loss intervention; Health; Health behaviours; Healthcare resource utilization; Loneliness; Perceptions,,,TRUE,0.04,FALSE,no,0,1,1911,50,8.0262e-5,413.76099999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843841-YSxk9YwptrkUZWYOlLHo,,1d16b25dcca8,2026-09-19T18:50:44+0000
332,DES-333,35936,SCOPUS_ID:0036144774,10.1136/jech.56.1.36,"Indicators of deprivation, voting patterns, and health status at area level in the Republic of Ireland",Journal Of Epidemiology And Community Health,2002,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.07,FALSE,no,0.01,0.98,2177,50,9.1434e-5,298.064,,typesafe/jev-1.13-20260917,gen-dec-1789843841-YY0Tm76aa5sey4SnqOGb,,1d16b25dcca8,2026-09-19T18:50:44+0000
333,DES-334,26862,SCOPUS_ID:0000517489,10.1093/eurpub/5.3.215,Dilemmas in sickness certification among Swedish physicians,European Journal Of Public Health,1995,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,Critical incident technique; Physicians; Sickness certification; Sickness insurance system,,,TRUE,0.94,TRUE,yes,1,1,1642,50,6.8964e-5,278.877,,typesafe/jev-1.13-20260917,gen-dec-1789843841-GahDkJ5gDMkQ6ulxJ1MI,,1d16b25dcca8,2026-09-19T18:50:44+0000
334,DES-335,7578,SCOPUS_ID:85128160634,10.1093/aje/kwab289,Impact of Racial Categorization on Effect Estimates: An HIV Stigma Analysis,American Journal Of Epidemiology,2022,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,HIV; multiracial categorization; race factors; racism; regression analysis; stigma,,,TRUE,0.06,FALSE,no,0,1,1635,50,6.867e-5,405.904,,typesafe/jev-1.13-20260917,gen-dec-1789843841-hJH3jxdGtL2aNyCkHjWB,,1d16b25dcca8,2026-09-19T18:50:44+0000
335,DES-336,18390,SCOPUS_ID:84888248528,10.2105/ajph.2013.301307,When health insurance is not a factor: National comparison of homeless and nonhomeless US veterans who use veterans affairs emergency departments,American Journal Of Public Health,2013,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.87,TRUE,yes,0.99,0.97,1691,50,7.1022e-5,271.731,,typesafe/jev-1.13-20260917,gen-dec-1789843841-NamzOPg40J2ibKFSe16c,,1d16b25dcca8,2026-09-19T18:50:44+0000
336,DES-337,6713,SCOPUS_ID:85054224561,10.1093/aje/kwy126,Combining a Food Frequency Questionnaire with 24-Hour Recalls to Increase the Precision of Estimation of Usual Dietary Intakes-Evidence from the Validation Studies Pooling Project,American Journal Of Epidemiology,2018,Other/None,Other/None,Other/None,Cohort,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,cohort studies; dietary measurement; energy; measurement error; potassium; protein; recovery biomarkers; sodium,,,TRUE,0.03,FALSE,no,0,1,1743,50,7.3206e-5,272.029,,typesafe/jev-1.13-20260917,gen-dec-1789843841-bQRh3WMiIsCxgbJUjWVw,,1d16b25dcca8,2026-09-19T18:50:44+0000
337,DES-338,5931,SCOPUS_ID:84907368344,10.1093/aje/kwu148,Inverse association of plasma vanadium levels with newly diagnosed type 2 diabetes in a Chinese population,American Journal Of Epidemiology,2014,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Diabetes mellitus; Trace elements; Type 2; Vanadium,,,TRUE,0.03,FALSE,no,0,1,1648,50,6.9216e-5,357.178,,typesafe/jev-1.13-20260917,gen-dec-1789843841-dzLsTxIFFBpcQsupsEen,,1d16b25dcca8,2026-09-19T18:50:44+0000
338,DES-339,3557,SCOPUS_ID:0345737128,10.1093/aje/kwg250,Flexible Matching in Case-Control Studies of Gene-Environment Interactions,American Journal Of Epidemiology,2004,Other/None,Case-control,Case-control,Case-control,Case-control,Case-control,TRUE,TRUE,FALSE,TRUE,FALSE,Case-control studies; Epidemiologic methods; Interaction; Research design; Statistics,,,TRUE,0.03,FALSE,no,0,1,1448,50,6.0816e-5,282.67900000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843841-wxeFqn2CiZJ1TeuBbP8s,,1d16b25dcca8,2026-09-19T18:50:44+0000
339,DES-340,25971,SCOPUS_ID:84926372408,10.1007/s10654-015-9998-4,Challenges in conducting genome-wide association studies in highly admixed multi-ethnic populations: the Generation R Study,European Journal Of Epidemiology,2015,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,Admixed population; Genome-wide association studies; Genomic imputation; Multiethnic study; Quality control GWAS,,,TRUE,0.03,FALSE,no,0,1,1508,50,6.3336e-5,457.412,,typesafe/jev-1.13-20260917,gen-dec-1789843841-wbXtOWsCCEwDfOg5wLF0,,1d16b25dcca8,2026-09-19T18:50:44+0000
340,DES-341,30604,SCOPUS_ID:0028166459,10.1093/ije/23.5.1050,Community-based hygiene education to reduce diarrhoeal disease in rural Zaire: Impact of the intervention on diarrhoeal morbidity,International Journal Of Epidemiology,1994,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.31,FALSE,no,0.18,0.64,1824,50,7.6608e-5,281.197,,typesafe/jev-1.13-20260917,gen-dec-1789843841-UyTa76FEalZgTkDiBj9g,,1d16b25dcca8,2026-09-19T18:50:44+0000
341,DES-342,2390,SCOPUS_ID:0034307353,10.1093/aje/152.7.633,Visual impairment and risk of hip fracture,American Journal Of Epidemiology,2000,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,TRUE,Accidental falls; Aged; Depth perception; Hip fractures; Vision; Visual acuity; Visually impaired persons,,,TRUE,0.82,TRUE,yes,0.95,0.9,1740,50,7.308e-5,271.002,,typesafe/jev-1.13-20260917,gen-dec-1789843841-wokuN9sYW2ZUe4izUiOT,,1d16b25dcca8,2026-09-19T18:50:44+0000
342,DES-343,19604,SCOPUS_ID:84921845812,10.2105/ajph.2014.302284,Rumors and realities: Making sense of HIV/AIDS conspiracy narratives and contemporary legends,American Journal Of Public Health,2015,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.96,TRUE,yes,1,1,1482,50,6.2244e-5,285.06,,typesafe/jev-1.13-20260917,gen-dec-1789843841-MtpMmSeethnNUvliHasp,,1d16b25dcca8,2026-09-19T18:50:44+0000
343,DES-344,25817,SCOPUS_ID:84884291326,10.1007/s10654-013-9813-z,Influenza H1N1 vaccination and adverse pregnancy outcome,European Journal Of Epidemiology,2013,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,Child; H1N1; Immunization; Influenza; Pregnancy; Preterm birth; Small-for-gestational-age; Vaccination,,,TRUE,0.07,FALSE,no,0.01,0.99,1823,50,7.6566e-5,273.30199999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843841-6hAwzQ6VgEErZn9BvZpL,,1d16b25dcca8,2026-09-19T18:50:44+0000
344,DES-345,27576,SCOPUS_ID:34047197668,10.1093/eurpub/ckl097,'It's interesting how few people die from smoking': Tobacco industry efforts to minimize risk and discredit health promotion,European Journal Of Public Health,2007,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,Mass media; Smoking cessation; Tobacco industry,,,TRUE,0.07,FALSE,no,0,0.99,1697,50,7.1274e-5,428.16900000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843841-useIOd4zJhAjAkOoi3a9,,1d16b25dcca8,2026-09-19T18:50:44+0000
345,DES-346,34023,SCOPUS_ID:85100358342,10.1093/ije/dyaa133,Maternal life and work stressors during pregnancy and asthma in offspring,International Journal Of Epidemiology,2020,Other/None,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,bereavement; childhood asthma; job-exposure matrix; Negative life events; occupational exposure; stress,,,TRUE,0.03,FALSE,no,0,1,1645,50,6.909e-5,605.8580000000001,,typesafe/jev-1.13-20260917,gen-dec-1789843841-BQQM2YTMZwgkmOkK8BAK,,1d16b25dcca8,2026-09-19T18:50:44+0000
346,DES-347,45354,SCOPUS_ID:85166343792,10.1016/j.ypmed.2023.107645,US state laws relevant to incentives for health behavior: A qualitative analysis,Preventive Medicine,2023,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,Contingency management; Health behavior; Health legislation; Incentive; Laws and statutes; Substance use disorder; Wellness programs,,,TRUE,0.94,TRUE,yes,1,0.99,1646,50,6.9132e-5,595.7249999999999,,typesafe/jev-1.13-20260917,gen-dec-1789843841-lZbxdqSNqKfQSmFt3Qhv,,1d16b25dcca8,2026-09-19T18:50:44+0000
347,DES-348,9317,SCOPUS_ID:36048983381,10.1016/j.amepre.2007.09.013,Smoking Cessation. A Critical Component of Medical Management in Chronic Disease Populations,American Journal Of Preventive Medicine,2007,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.07,FALSE,no,0,1,1563,50,6.5646e-5,257.351,,typesafe/jev-1.13-20260917,gen-dec-1789843841-Z0ykYDgj3U3H7emQayFx,,1d16b25dcca8,2026-09-19T18:50:44+0000
348,DES-349,40065,SCOPUS_ID:0344609326,10.1006/pmed.1998.0370,A randomized community trial to increase mammography utilization among low-income women living in public housing,Preventive Medicine,1998,Other/None,Experimental,Experimental,Other/None,Experimental,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,Breast neoplasms; Cancer; Health behavior; Intervention studies; Mammography; Mass screening; Poverty; Public housing,,,TRUE,0.27,FALSE,no,0.17,0.65,1597,50,6.7074e-5,296.624,,typesafe/jev-1.13-20260917,gen-dec-1789843841-wQjxkYsyq5Ts6wrPEtZJ,,1d16b25dcca8,2026-09-19T18:50:44+0000
349,DES-350,4907,SCOPUS_ID:77958111908,10.1093/aje/kwq226,"Maternal alcohol consumption, alcohol metabolism genes, and the risk of oral clefts: A population-based case-control study in Norway, 1996-2001",American Journal Of Epidemiology,2010,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,alcohol drinking; alcoholic beverages; cleft lip; cleft palate; genetic research; maternal exposure; pregnancy,,,TRUE,0.03,FALSE,no,0,1,1701,50,7.1442e-5,396.517,,typesafe/jev-1.13-20260917,gen-dec-1789843841-v8umljFUZjyNZejjHkX6,,1d16b25dcca8,2026-09-19T18:50:44+0000
350,DES-351,10623,SCOPUS_ID:84906303468,10.1016/j.amepre.2014.05.021,Experiences and wisdom behind the numbers: Qualitative analysis of the national action alliance for suicide prevention's research prioritization task force stakeholder survey,American Journal Of Preventive Medicine,2014,Qualitative,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.1,FALSE,no,0.02,0.96,1706,50,7.1652e-5,314.87,,typesafe/jev-1.13-20260917,gen-dec-1789843841-MDR5iEgINnlwcSIY39lg,,1d16b25dcca8,2026-09-19T18:50:44+0000
351,DES-352,742,SCOPUS_ID:0027443408,10.1093/oxfordjournals.aje.a116885,"Long-term risk of hysterectomy among 80,007 sterilized and comparison women at kaiser permanente, 1971-1987",American Journal Of Epidemiology,1993,Other/None,Other/None,Other/None,Cohort,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,"Cohort studies; Health maintenance organizations; Hysterectomy; Longitudinal studies; Sterilization, tubal",,,TRUE,0.03,FALSE,no,0,1,1715,50,7.203e-5,289.351,,typesafe/jev-1.13-20260917,gen-dec-1789843841-DYrZLPdkICdxDtrXdeMt,,1d16b25dcca8,2026-09-19T18:50:44+0000
352,DES-353,24417,SCOPUS_ID:0032804298,10.1023/a:1007594911541,Influenza vaccines: Antibody responses to split virus and MF59- adjuvanted subunit virus in an adult population,European Journal Of Epidemiology,1999,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,Adjuvant; Immune response; Influenza; Vaccination,,,TRUE,0.03,FALSE,no,0,1,1587,50,6.6654e-5,265.386,,typesafe/jev-1.13-20260917,gen-dec-1789843841-6saAPdsGcNGhLQfGBfBN,,1d16b25dcca8,2026-09-19T18:50:44+0000
353,DES-354,9983,SCOPUS_ID:80053330684,10.1016/j.amepre.2011.06.003,Integration of community health teaching in the undergraduate medicine curriculum at the University of Toronto,American Journal Of Preventive Medicine,2011,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.1,FALSE,no,0.01,0.98,1667,50,7.0014e-5,324.348,,typesafe/jev-1.13-20260917,gen-dec-1789843841-ppG84b8RPk5Ew2O6oRFe,,1d16b25dcca8,2026-09-19T18:50:44+0000
