source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,...13,...14,db_double_checked,...16,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
166,S400-167,SCOPUS_ID:85104048158,10.1093/aje/kwaa221,"Does the Union Make Us Strong? Labor-Union Membership, Self-Rated Health, and Mental Illness: A Parametric G-Formula Approach",American Journal Of Epidemiology,"['g-computation', 'healthy-worker bias', 'labor movement', 'labor unions', 'occupational health', 'parametric g-formula', 'social determinants of health']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1753,50,7.3626e-5,320.875,,typesafe/jev-1.13-20260917,gen-dec-1789843888-uvSp1fafr8znc71ZLPUf,,1d16b25dcca8,2026-09-19T18:51:30+0000
167,S400-168,SCOPUS_ID:85054501202,10.1136/jech-2018-210961,Impact of the NHS Health Check on inequalities in cardiovascular disease risk: A difference-in-differences matching analysis,Journal Of Epidemiology And Community Health,"['cardiovascular disease', 'health inequalities', 'health services', 'prevention', 'screening']",TRUE,,TRUE,,,,,,,TRUE,0.84,TRUE,yes,0.96,0.92,1812,50,7.6104e-5,278.914,,typesafe/jev-1.13-20260917,gen-dec-1789843888-VHqQqRGkGOD34LatS47S,,1d16b25dcca8,2026-09-19T18:51:30+0000
168,S400-169,SCOPUS_ID:32144437941,10.1016/j.ypmed.2005.08.007,Metabolic syndrome in Japanese men and women with special reference to the anthropometric criteria for the assessment of obesity: Proposal to use the waist-to-height ratio,Preventive Medicine,"['BMI', 'Japanese', 'Metabolic syndrome', 'Waist circumference', 'Waist-to-height ratio']",FALSE,,FALSE,,,,,,,TRUE,0.21,FALSE,no,0.13,0.73,1683,50,7.0686e-5,278.734,,typesafe/jev-1.13-20260917,gen-dec-1789843888-JYucqQ9OZbpVjf8QDKPl,,1d16b25dcca8,2026-09-19T18:51:30+0000
169,S400-170,SCOPUS_ID:0025922652,10.1136/jech.45.2.125,"All cause mortality and its determinants in middle aged men in Finland, The Netherlands, and Italy in a 25 year follow up",Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1781,50,7.4802e-5,350.19800000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843888-xnH92Ne3hBtWgYe8Uvho,,1d16b25dcca8,2026-09-19T18:51:30+0000
170,S400-171,SCOPUS_ID:84939634501,10.1093/ije/dyv061,Resting heart rate on the decline: The Tromsø Study 1986-2007,International Journal Of Epidemiology,"['Epidemiology', 'Heart rate', 'Linear mixed models', 'Longitudinal', 'Risk factors', 'Trends']",FALSE,,FALSE,,,,,,,TRUE,0.27,FALSE,no,0.21,0.58,1715,50,7.203e-5,250.23299999999998,,typesafe/jev-1.13-20260917,gen-dec-1789843888-TDVDVRj46Xpxz7VBS7P5,,1d16b25dcca8,2026-09-19T18:51:30+0000
171,S400-172,SCOPUS_ID:85110988216,10.1093/aje/kwab031,Prediction of Cardiovascular Disease Risk Accounting for Future Initiation of Statin Treatment,American Journal Of Epidemiology,"['cardiovascular disease', 'electronic health records', 'future statin initiation', 'longitudinal data', 'risk prediction', 'treatment drop-in']",FALSE,,FALSE,,,,,,,TRUE,0.07,FALSE,no,0,1,1672,50,7.0224e-5,347.065,,typesafe/jev-1.13-20260917,gen-dec-1789843888-8bTLSB51uPPvg4YPYvrp,,1d16b25dcca8,2026-09-19T18:51:30+0000
172,S400-173,SCOPUS_ID:0026614455,10.1136/jech.46.3.293,Quantitative indicators for a healthy city - The Rotterdam local health information system,Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.71,TRUE,yes,0.79,0.59,1607,50,6.7494e-5,338.129,,typesafe/jev-1.13-20260917,gen-dec-1789843888-D22KTzrN8wYoApEZnDbI,,1d16b25dcca8,2026-09-19T18:51:30+0000
173,S400-174,SCOPUS_ID:0028991655,10.1136/jech.49.4.431,The ten questions screen for childhood disabilities: Its uses and limitations in Pakistan,Journal Of Epidemiology And Community Health,[],TRUE,,FALSE,I think this is only about research screening,!!!,,,FALSE,,TRUE,0.21,FALSE,no,0.11,0.78,1623,50,6.8166e-5,475.832,,typesafe/jev-1.13-20260917,gen-dec-1789843888-gAK7LstRE67nZggX0pxW,,1d16b25dcca8,2026-09-19T18:51:30+0000
174,S400-175,SCOPUS_ID:45449091729,10.1016/j.ypmed.2008.02.027,Physical activity and perceived environmental attributes in a sample of Portuguese adults: Results from the Azorean Physical Activity and Health Study,Preventive Medicine,"['Environmental attributes', 'IPAQ', 'Physical activity']",TRUE,,TRUE,,,,,,,TRUE,0.91,TRUE,yes,0.99,0.99,1658,50,6.9636e-5,361.088,,typesafe/jev-1.13-20260917,gen-dec-1789843888-FJ4hUDJwPJiF7JggFFL7,,1d16b25dcca8,2026-09-19T18:51:30+0000
175,S400-176,SCOPUS_ID:34447340936,10.1093/ije/dyl252,The relationship between parity and overweight varies with household wealth and national development,International Journal Of Epidemiology,"['Developing countries', 'Obesity', 'Overweight', 'Parity', 'Reproduction']",TRUE,,TRUE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1681,50,7.0602e-5,306.93399999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843888-0WLclrV2KL2OvHMGfTs6,,1d16b25dcca8,2026-09-19T18:51:30+0000
176,S400-177,SCOPUS_ID:0030912127,10.1016/s0749-3797(18)30192-2,Use of automated reminders for tuberculin skin test return,American Journal Of Preventive Medicine,"['Automation', 'Reminder systems', 'Telephone', 'Tuberculin test', 'Tuberculosis']",FALSE,borderline,FALSE,,,,,,,TRUE,0.46,FALSE,no,0.49,0.01,1514,50,6.3588e-5,284.28,,typesafe/jev-1.13-20260917,gen-dec-1789843888-WyvX4sma7OmxOb5WW5ax,,1d16b25dcca8,2026-09-19T18:51:30+0000
177,S400-178,SCOPUS_ID:0026705537,10.1016/0091-7435(92)90057-O,Anticarcinogenic effects of (-)-epigallocatechin gallate,Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.11,FALSE,no,0.03,0.93,1690,50,7.098e-5,314.233,,typesafe/jev-1.13-20260917,gen-dec-1789843888-ftRojAgeWNyb6PU8xanq,,1d16b25dcca8,2026-09-19T18:51:30+0000
178,S400-179,SCOPUS_ID:0028212545,10.1136/jech.48.1.26,Demographic and dietary profiles of high and low fat consumers in Australia,Journal Of Epidemiology And Community Health,[],TRUE,borderline,TRUE,I agree that it is borderline. Might be again only about research?,,,,,,TRUE,0.28,FALSE,no,0.29,0.41,1708,50,7.1736e-5,292.822,,typesafe/jev-1.13-20260917,gen-dec-1789843888-e5ulGdIh23KObxHR1vgf,,1d16b25dcca8,2026-09-19T18:51:30+0000
179,S400-180,SCOPUS_ID:0025340190,10.1136/jech.44.2.142,"Upper respiratory tract infection in children, domestic temperatures, and humidity",Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,1,1709,50,7.1778e-5,378.05499999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843888-6TqczlhXi6Jrgkw8mQA0,,1d16b25dcca8,2026-09-19T18:51:30+0000
180,S400-181,SCOPUS_ID:0346724561,10.1093/eurpub/13.4.306,"Increasing prevalence of overweight, obesity and physical inactivity: Two population-based studies 1986 and 1994",European Journal Of Public Health,"['Education', 'Obesity', 'Overweight', 'Physical inactivity']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1886,50,7.9212e-5,236.952,,typesafe/jev-1.13-20260917,gen-dec-1789843888-LxZx46f2vZ3ERovDLzuS,,1d16b25dcca8,2026-09-19T18:51:30+0000
181,S400-182,SCOPUS_ID:0025370273,10.1016/0091-7435(90)90019-G,Cholesterol reduction through low-intensity interventions: Results from the Minnesota heart health program,Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.17,FALSE,no,0.06,0.88,1549,50,6.5058e-5,342.66400000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843888-aMelSWtMYZu1MOGtinHO,,1d16b25dcca8,2026-09-19T18:51:30+0000
182,S400-183,SCOPUS_ID:84891671522,10.2105/AJPH.2013.301475,"Cigarettes become a dangerous product: Tobacco in the rearview mirror, 1952-1965",American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.77,TRUE,yes,0.91,0.82,1497,50,6.2874e-5,283.796,,typesafe/jev-1.13-20260917,gen-dec-1789843888-VYYGMWLIuP6FB233ck5P,,1d16b25dcca8,2026-09-19T18:51:30+0000
183,S400-184,SCOPUS_ID:84863990876,10.1136/jech.2010.128371,"Depression, anxiety and physical function: Exploring the strength of causality",Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.83,TRUE,yes,0.97,0.95,1808,50,7.5936e-5,247.68599999999998,,typesafe/jev-1.13-20260917,gen-dec-1789843888-4hPEOosukDCwu7YQKQK6,,1d16b25dcca8,2026-09-19T18:51:30+0000
184,S400-185,SCOPUS_ID:32144433507,10.1093/ije/dyi226,Weight change and risk of endometrial cancer,International Journal Of Epidemiology,"['Body mass index', 'Body weight', 'Endometrial cancer', 'Weight gain', 'Weight loss']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1790,50,7.518e-5,276.632,,typesafe/jev-1.13-20260917,gen-dec-1789843888-Ndj87YrKu2ovnlSIaZxb,,1d16b25dcca8,2026-09-19T18:51:30+0000
185,S400-186,SCOPUS_ID:85032969021,10.1016/j.amepre.2017.08.024,Health Insurance Status and Clinical Cancer Screenings Among U.S. Adults,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.9,TRUE,yes,0.99,0.98,1791,50,7.5222e-5,399.508,,typesafe/jev-1.13-20260917,gen-dec-1789843888-3lDXgswKP27JrrptjRmP,,1d16b25dcca8,2026-09-19T18:51:30+0000
186,S400-187,SCOPUS_ID:85139759307,10.2105/AJPH.2022.307022,"Gender, Race/Ethnicity, and Unionization in Direct Care Occupations",American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.93,TRUE,yes,1,0.99,1589,50,6.6738e-5,310.262,,typesafe/jev-1.13-20260917,gen-dec-1789843888-1kEEgIQp2jw6nZgpyq3F,,1d16b25dcca8,2026-09-19T18:51:30+0000
187,S400-188,SCOPUS_ID:84971657504,10.1093/ije/dyv355,Application of linear mixed models to study genetic stability of height and body mass index across countries and time,International Journal Of Epidemiology,"['BMI', 'GCTA', 'Genetic stability', 'GREML', 'Height', 'LD score regression', 'Polygenic prediction', 'Unrelated samples', 'Weight']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1740,50,7.308e-5,268.02,,typesafe/jev-1.13-20260917,gen-dec-1789843889-RJSeI0CE3tZP3RV1s71b,,1d16b25dcca8,2026-09-19T18:51:30+0000
188,S400-189,SCOPUS_ID:85186425554,10.1016/S2468-2667(23)00326-2,"Effect of calorie labelling in the out-of-home food sector on adult obesity prevalence, cardiovascular mortality, and social inequalities in England: a modelling study",The Lancet Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1928,50,8.0976e-5,431.253,,typesafe/jev-1.13-20260917,gen-dec-1789843889-oDZTScBZrWGT8LxRTnfe,,1d16b25dcca8,2026-09-19T18:51:30+0000
189,S400-190,SCOPUS_ID:67349200243,10.1016/j.ypmed.2009.04.002,Does TV viewing during family meals make a difference in adolescent substance use?,Preventive Medicine,"['Adolescents', 'Family meals', 'Substance use']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1610,50,6.762e-5,279.176,,typesafe/jev-1.13-20260917,gen-dec-1789843889-P5QHwUAtp5UiXvQnmY1w,,1d16b25dcca8,2026-09-19T18:51:30+0000
190,S400-191,SCOPUS_ID:0036891768,10.2105/AJPH.92.12.1994,"Knowledge of, attitudes toward, and experience of complementary and alternative medicine in Western medicine- and Oriental medicine-trained physicians in Korea",American Journal Of Public Health,[],TRUE,"borderline, implicit",FALSE,I read this as a recommendaiton for future research,!!!,,,FALSE,,TRUE,0.85,TRUE,yes,0.96,0.91,1520,50,6.384e-5,300.537,,typesafe/jev-1.13-20260917,gen-dec-1789843889-S9VMpK9wgmXTEM5gAg4W,,1d16b25dcca8,2026-09-19T18:51:30+0000
191,S400-192,SCOPUS_ID:79960548745,10.1093/aje/kwr088,Sex differences in subclinical atherosclerosis by race/ethnicity in the multi-ethnic study of atherosclerosis,American Journal Of Epidemiology,"['calcification, physiologic', 'continental population groups', 'coronary vessels', 'sex', 'social class']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1659,50,6.9678e-5,237.953,,typesafe/jev-1.13-20260917,gen-dec-1789843889-1xp1IPPSTJRt2CboGgZj,,1d16b25dcca8,2026-09-19T18:51:30+0000
192,S400-193,SCOPUS_ID:0028927818,10.2105/AJPH.85.3.387,Preventive services for the elderly: Would coverage affect utilization and costs under Medicare?,American Journal Of Public Health,[],TRUE,borderline,TRUE,,,,,,,TRUE,0.81,TRUE,yes,0.91,0.82,1576,50,6.6192e-5,311.701,,typesafe/jev-1.13-20260917,gen-dec-1789843889-XoacRTAiVky1jUEqsHPe,,1d16b25dcca8,2026-09-19T18:51:30+0000
193,S400-194,SCOPUS_ID:0035879585,10.1093/aje/154.2.106,Parental occupational exposures to chemicals and incidence of neuroblastoma in offspring,American Journal Of Epidemiology,"['Child', 'Dust', 'Hydrocarbons', 'Metals', 'Neuroblastoma', 'Occupational exposure']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1712,50,7.1904e-5,288.37800000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843889-WNcYiYmUJ5SUKbd8lkAJ,,1d16b25dcca8,2026-09-19T18:51:30+0000
194,S400-195,SCOPUS_ID:0027416466,10.1016/s0749-3797(18)30769-4,The effect of routine use of computer-generated preventive reminders in a clinical practice,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.23,FALSE,no,0.1,0.8,1603,50,6.7326e-5,273.86,,typesafe/jev-1.13-20260917,gen-dec-1789843889-oTCSl3VC4RxvmsVjy9Jv,,1d16b25dcca8,2026-09-19T18:51:30+0000
195,S400-196,SCOPUS_ID:0025287962,10.2105/AJPH.80.6.704,Spanish version of the Nottingham Health Profile: Translation and preliminary validity,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1549,50,6.5058e-5,341.949,,typesafe/jev-1.13-20260917,gen-dec-1789843889-jKZGqUrTF0sC10PY3zYd,,1d16b25dcca8,2026-09-19T18:51:30+0000
196,S400-197,SCOPUS_ID:0036298731,10.1016/S0749-3797(02)00447-6,Estimating the cost of unmet HIV-prevention needs in the United States,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.68,TRUE,yes,0.7,0.4,1734,50,7.2828e-5,345.78999999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843889-WcbsEU1VeVBfW7F0mWTg,,1d16b25dcca8,2026-09-19T18:51:30+0000
197,S400-198,SCOPUS_ID:0025338283,10.2105/AJPH.80.6.734,Pertussis immunization in eight-month-old children in North Carolina,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.09,FALSE,no,0.01,0.98,1508,50,6.3336e-5,284.348,,typesafe/jev-1.13-20260917,gen-dec-1789843889-6h3cCb4m0nZsGOhRTrPo,,1d16b25dcca8,2026-09-19T18:51:30+0000
198,S400-199,SCOPUS_ID:35748940346,10.2105/AJPH.2007.113282,Political will: A bridge between public health knowledge and action,American Journal Of Public Health,[],TRUE,non-emperical,TRUE,,,,,,,TRUE,0.24,FALSE,no,0.09,0.81,1424,50,5.9808e-5,304.101,,typesafe/jev-1.13-20260917,gen-dec-1789843889-KX7DkpLCSu5DwAi9rlDl,,1d16b25dcca8,2026-09-19T18:51:30+0000
199,S400-200,SCOPUS_ID:0032979016,10.2105/AJPH.89.3.395,"Trends in body weight among American Indians: Findings from a telephone survey, 1985 through 1996",American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.11,FALSE,no,0.03,0.94,1492,50,6.2664e-5,324.454,,typesafe/jev-1.13-20260917,gen-dec-1789843889-2UpZ51gWZpYtzoj5VvK6,,1d16b25dcca8,2026-09-19T18:51:30+0000
200,S400-201,SCOPUS_ID:0042836551,10.1093/aje/kwg170,Influence of participation in high-impact sports during adolescence and adulthood on bone mineral density in middle-aged men: A 27-year follow-up study,American Journal Of Epidemiology,"['Adolescence', 'Bone density', 'Densitometry, x-ray', 'Exercise', 'Follow-up studies', 'Men', 'Sports']",TRUE,"borderline, implictly suggests need for continued participation (a policy of a kind)",FALSE,I considered this to be a research recommendaiton,!!!,,,FALSE,,TRUE,0.06,FALSE,no,0.01,0.99,1693,50,7.1106e-5,330.882,,typesafe/jev-1.13-20260917,gen-dec-1789843890-u27HZSA9xTceVIBBHrLv,,1d16b25dcca8,2026-09-19T18:51:39+0000
201,S400-202,SCOPUS_ID:0032535639,10.1093/oxfordjournals.aje.a009609,"International variability in ages at menarche, first livebirth, and menopause",American Journal Of Epidemiology,"['Menstruation', 'Reproductive history', 'Surveys']",FALSE,,FALSE,,,,,,,TRUE,0.02,FALSE,no,0,1,1775,50,7.455e-5,1420.759,,typesafe/jev-1.13-20260917,gen-dec-1789843891-hQbunfGJUKIJPgHTwmFN,,1d16b25dcca8,2026-09-19T18:51:39+0000
202,S400-203,SCOPUS_ID:33646471734,10.1093/ije/dyl043,Estimating the causes of 4 million neonatal deaths in the year 2000,International Journal Of Epidemiology,"['Cause of death', 'Infant', 'Mortality', 'Newborn']",TRUE,,FALSE,this read like a stats or demogrpahic methods paper to me,!!!,,,FALSE,,TRUE,0.4,FALSE,no,0.38,0.25,1754,50,7.3668e-5,1123.337,,typesafe/jev-1.13-20260917,gen-dec-1789843891-Wq9cVcmKoMyWNKksQCdn,,1d16b25dcca8,2026-09-19T18:51:39+0000
203,S400-204,SCOPUS_ID:85205276146,10.1093/eurpub/ckae088,Environmental impact of dietary patterns in 10 European countries; a cross-sectional analysis of nationally representative dietary surveys,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.89,TRUE,yes,0.98,0.96,1904,50,7.9968e-5,446.667,,typesafe/jev-1.13-20260917,gen-dec-1789843890-0ocum2gCuUnT0XgkFeIM,,1d16b25dcca8,2026-09-19T18:51:39+0000
204,S400-205,SCOPUS_ID:85183513148,10.1016/j.ypmed.2024.107878,"Prevalence of occupational injury and its associated factors among emergency department physicians in China: A large sample, cross-sectional study",Preventive Medicine,"['Emergency department', 'Occupational injury', 'Physicians', 'Workplace exposures']",TRUE,,TRUE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1660,50,6.972e-5,1180.3410000000001,,typesafe/jev-1.13-20260917,gen-dec-1789843891-UgoYyQQSLZ7ghYlzDNXo,,1d16b25dcca8,2026-09-19T18:51:39+0000
205,S400-206,SCOPUS_ID:85126656916,10.1016/j.ypmed.2022.107019,"Human papilloma virus vaccination and cervical cancer screening coverage in managed care plans — United States, 2018",Preventive Medicine,"['Cervical cancer screening', 'Human papilloma virus vaccination', 'Managed care plans', 'Quality measures']",FALSE,,FALSE,,,,,,,TRUE,0.37,FALSE,no,0.27,0.46,1730,50,7.266e-5,1173.287,,typesafe/jev-1.13-20260917,gen-dec-1789843891-WhYkwOIsrDe8KdPhEIOl,,1d16b25dcca8,2026-09-19T18:51:39+0000
206,S400-207,SCOPUS_ID:3042584228,10.1016/j.ypmed.2004.01.031,Adolescent dairy consumption and physical activity associated with bone mass,Preventive Medicine,"['Adolescent', 'Bone', 'Dairy', 'Ethnicity', 'Physical activity']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1661,50,6.9762e-5,1194.5,,typesafe/jev-1.13-20260917,gen-dec-1789843891-tlzuqqRYMlesXgKGvrWy,,1d16b25dcca8,2026-09-19T18:51:39+0000
207,S400-208,SCOPUS_ID:84916897472,10.1136/jech-2014-204020,Preterm delivery among first-time Mexico-born mothers: A binational population-based comparison of deliveries in California and Mexico,Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1787,50,7.5054e-5,1180.361,,typesafe/jev-1.13-20260917,gen-dec-1789843891-D1oc2G3enxcR1lMyMwoY,,1d16b25dcca8,2026-09-19T18:51:39+0000
208,S400-209,SCOPUS_ID:85149681297,10.1016/j.amepre.2023.01.036,Widening Gaps and Disparities in the Treatment of Adolescent Alcohol and Drug Use Disorders,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.87,TRUE,yes,0.98,0.96,1665,50,6.993e-5,1406.836,,typesafe/jev-1.13-20260917,gen-dec-1789843891-oPC7vdgNuFnLcDUKOB1N,,1d16b25dcca8,2026-09-19T18:51:39+0000
209,S400-210,SCOPUS_ID:33845253124,10.2105/AJPH.2004.053744,"Infant mortality trends and differences between American Indian/Alaska Native infants and white infants in the United States, 1989-1991 and 1998-2000",American Journal Of Public Health,[],TRUE,,TRUE,"I was on the fence, but they do talk about a spcific target for intervention",,,,,,TRUE,0.91,TRUE,yes,0.99,0.98,1692,50,7.1064e-5,1140.845,,typesafe/jev-1.13-20260917,gen-dec-1789843891-ZokkaQxj3eJ9Bc5fwJJM,,1d16b25dcca8,2026-09-19T18:51:39+0000
210,S400-211,SCOPUS_ID:84929603362,10.1093/aje/kwu350,"Violent victimization, mental health, and service utilization outcomes in a cohort of homeless and unstably housed women living with or at risk of becoming infected with HIV",American Journal Of Epidemiology,"['depressive disorder', 'HIV', 'partner violence', 'quality of life', 'rape']",TRUE,"borderline, implicit",FALSE,I did not read a policy recommendation here,!!!,,,FALSE,,TRUE,0.84,TRUE,yes,0.97,0.93,1705,50,7.161e-5,1058.585,,typesafe/jev-1.13-20260917,gen-dec-1789843891-HKTC1GCViNL9o82uE7lu,,1d16b25dcca8,2026-09-19T18:51:39+0000
211,S400-212,SCOPUS_ID:85042694988,10.1016/j.ypmed.2018.02.019,Attitudes towards tobacco product regulations and their relationship with the tobacco control policies,Preventive Medicine,"['Attitudes', 'Tobacco Control', 'Tobacco Control Legislations', 'Tobacco Control Scale']",FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,1,1696,50,7.1232e-5,357.765,,typesafe/jev-1.13-20260917,gen-dec-1789843891-VaqbvIgH26o31obV9xK7,,1d16b25dcca8,2026-09-19T18:51:39+0000
212,S400-213,SCOPUS_ID:85194884968,10.1007/s10654-024-01133-5,"Source-specific nitrate intake and all-cause mortality in the Danish Diet, Cancer, and Health Study",European Journal Of Epidemiology,"['Meat', 'Mortality', 'Nitrate', 'Nitrite', 'Vegetables', 'Water']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1826,50,7.6692e-5,275.175,,typesafe/jev-1.13-20260917,gen-dec-1789843891-Ciqfh2paLqjFgSqsvTPM,,1d16b25dcca8,2026-09-19T18:51:39+0000
213,S400-214,SCOPUS_ID:85061655307,10.1016/j.ypmed.2019.02.004,Tiempo de Vacunarte (time to get vaccinated): Outcomes of an intervention to improve HPV vaccination rates in a predominantly Hispanic community,Preventive Medicine,"['Hispanic population', 'HPV education', 'HPV prevention', 'HPV vaccination completion', 'Promontora']",FALSE,,FALSE,,,,,,,TRUE,0.08,FALSE,no,0.01,0.98,1759,50,7.3878e-5,354.57899999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843891-N6lJDoz55i382zB0ebEt,,1d16b25dcca8,2026-09-19T18:51:39+0000
214,S400-215,SCOPUS_ID:85057523318,10.1097/EDE.0000000000000906,Estimating sizes of key populations at the national level: Considerations for study design and analysis,Epidemiology,"['Epidemiologic methods', 'HIV', 'Sex workers', 'Sexual and gender minorities']",FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,0.99,1693,50,7.1106e-5,374.633,,typesafe/jev-1.13-20260917,gen-dec-1789843891-S3bDgZTumECV1pshy0xO,,1d16b25dcca8,2026-09-19T18:51:39+0000
215,S400-216,SCOPUS_ID:0026323164,10.2105/AJPH.81.11.1474,Interpersonal violence-related injuries in an African-American community in Philadelphia,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1549,50,6.5058e-5,314.76300000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843891-LvuFKLjq0OHIWCwDipUx,,1d16b25dcca8,2026-09-19T18:51:39+0000
216,S400-217,SCOPUS_ID:0025035565,10.1093/ije/19.Supplement_1.S24,Interactions of xenobiotics in the respiratory tract following non-inhalation routes of exposure,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.08,FALSE,no,0.01,0.97,1535,50,6.447e-5,294.933,,typesafe/jev-1.13-20260917,gen-dec-1789843892-nDWJRtNrSo1y0J2veYHo,,1d16b25dcca8,2026-09-19T18:51:39+0000
217,S400-218,SCOPUS_ID:0031104752,10.1006/pmed.1996.0129,Preventive health behaviors among spousal caregivers,Preventive Medicine,"['aged', 'caregivers', 'health behaviors', 'preventive health services', 'sense of control']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1653,50,6.9426e-5,302.56699999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843892-o54K4gLfutCittfYFKK7,,1d16b25dcca8,2026-09-19T18:51:39+0000
218,S400-219,SCOPUS_ID:0027769859,10.1136/jech.47.6.497,Validation of a severity index in female urinary incontinence and its implementation in an epidemiological survey,Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,1,1767,50,7.4214e-5,317.13,,typesafe/jev-1.13-20260917,gen-dec-1789843892-JmKmmUVpN7K51Q3dOTL6,,1d16b25dcca8,2026-09-19T18:51:39+0000
219,S400-220,SCOPUS_ID:0030972433,10.1097/00001648-199705000-00016,Cancer mortality among workers with benzene exposure,Epidemiology,"['benzene', 'cohort study', 'exposure estimation', 'leukemia', 'multiple myeloma']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1690,50,7.098e-5,254.21500000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843892-1pvBC9lUbFMbFgFcyYJm,,1d16b25dcca8,2026-09-19T18:51:39+0000
220,S400-221,SCOPUS_ID:0029098399,10.1097/00001648-199509000-00008,Changes in dietary fat intake preceding the diagnosis of cancer,Epidemiology,"['Bias', 'Dietary changes', 'Neoplasms']",FALSE,,FALSE,,,,,,,TRUE,0.1,FALSE,no,0.02,0.96,1634,50,6.8628e-5,297.128,,typesafe/jev-1.13-20260917,gen-dec-1789843892-UtWVFOdHfkoT5QkDNgbE,,1d16b25dcca8,2026-09-19T18:51:39+0000
221,S400-222,SCOPUS_ID:0034210822,10.1093/oxfordjournals.aje.a010147,"Is systemic lupus erythematosus, amyotrophic lateral sclerosis, or fibromyalgia associated with Persian Gulf War service? An examination of Department of Defense hospitalization data",American Journal Of Epidemiology,"['Amyotrophic lateral sclerosis', 'Fibromyalgia', 'Hospitalization', 'Lupus erythematosus', 'Military medicine', 'Persian Gulf syndrome', 'Systemic', 'Veterans']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1714,50,7.1988e-5,338.106,,typesafe/jev-1.13-20260917,gen-dec-1789843892-ChIwBvn2LBCsO7DayZ68,,1d16b25dcca8,2026-09-19T18:51:39+0000
